taxid,gene,gene_length,exon,exon_length,mRNA,mRNA_length,CDS,CDS_length
1159089, 2367, 778.0409801436417, 43, 180.2093023255814, 1, 342.0, 2324, 789.1024096385543
1336752, 5215, 903.4366251198466, 131, 121.16793893129771, 2, 372.0, 5084, 923.5934303697876
1288085, 5001, 953.9378124375125, 62, 164.96774193548387, 1, 376.0, 4939, 963.8418708240534
132474, 221353, 976.4960221907993, 2220, 143.88423423423424, 26, 370.0, 219133, 984.931073822747
187304, 18285, 954.9320754716981, 168, 213.25595238095238, 3, 370.0, 18117, 961.8096815145996
1409593, 3057, 821.1455675498855, 82, 408.1707317073171, 1, 362.0, 2975, 832.5284033613445
425104, 4818, 972.0948526359485, 167, 395.5988023952096, 1, 355.0, 4655, 991.9424274973147
1446741, 5778, 824.9577708549671, 84, 140.97619047619048, 1, 363.0, 5694, 835.0481208289427
1095672, 2636, 743.5182094081943, 96, 443.7916666666667, 1, 363.0, 2540, 754.8464566929134
1351776, 2667, 704.5658042744657, 52, 173.48076923076923, 1, 363.0, 2615, 715.1265774378585
1169237, 3379, 872.8869488014205, 62, 228.79032258064515, 1, 367.0, 3317, 884.9261380765752
981368, 4381, 989.3414745491897, 96, 175.22916666666666, 1, 397.0, 4291, 1006.173153111163
1739310, 2622, 944.9622425629291, 60, 155.26666666666668, 1, 380.0, 2562, 963.4562841530054
1069448, 5215, 978.8791946308725, 54, 173.12962962962962, 1, 359.0, 5161, 987.3098236775819
1074123, 1920, 860.7625, 42, 93.9047619047619, 1, 350.0, 1878, 877.912673056443
1401063, 2190, 1011.1593607305936, 61, 240.59016393442624, 2, 388.0, 2129, 1033.2376702677313
1281198, 5326, 871.4907998497935, 94, 289.13829787234044, 1, 363.0, 5232, 881.9535550458716
1409407, 3164, 816.2013274336283, 73, 388.54794520547944, 1, 362.0, 3091, 826.301197023617
1566267, 7441, 929.0173363795188, 66, 119.95454545454545, 1, 370.0, 7375, 936.2577627118644
1981173, 6448, 909.4015198511166, 67, 282.25373134328356, 1, 362.0, 6381, 915.9865224886381
1173842, 5016, 869.7711323763955, 100, 130.49, 1, 363.0, 4916, 884.8093978844589
1198699, 3272, 873.9657701711492, 68, 278.5882352941176, 1, 367.0, 3204, 886.601747815231
755882, 4470, 836.8281879194631, 34, 177.05882352941177, 1, 364.0, 4436, 841.885031559964
1284404, 5703, 968.6056461511486, 57, 166.50877192982455, 1, 397.0, 5646, 976.7033297910025
1422779, 2861, 829.4718629849702, 63, 167.74603174603175, 1, 362.0, 2798, 844.3713366690494
1265638, 4844, 877.3845995045417, 93, 128.2688172043011, 1, 349.0, 4751, 892.0484108608714
1962640, 5745, 819.4248912097476, 119, 137.74789915966386, 3, 228.33333333333334, 5626, 833.8435833629577
1406873, 3325, 1047.618947368421, 46, 184.17391304347825, 1, 397.0, 3279, 1059.7319304666057
1965651, 2009, 994.4758586361373, 55, 168.9090909090909, 1, 368.0, 1954, 1017.7134083930399
1188233, 674, 1025.86646884273, 39, 206.56410256410257, 1, 388.0, 635, 1076.1858267716536
575595, 2181, 875.602934433746, 62, 156.53225806451613, 1, 369.0, 2119, 896.6422840962719
1071779, 973, 987.5560123329908, 46, 282.04347826086956, 1, 420.0, 927, 1022.5652642934197
673198, 5946, 919.4086781029264, 53, 168.66037735849056, 1, 388.0, 5895, 925.8468193384224
1421875, 3088, 812.7402849740932, 77, 315.85714285714283, 1, 362.0, 3011, 825.4470275655929
1348623, 17579, 804.7106775129416, 375, 317.89866666666666, 3, 362.0, 17204, 815.3218437572657
1422378, 3054, 816.1627373935822, 72, 229.98611111111111, 1, 362.0, 2982, 830.3158953722334
1408313, 2748, 939.7103347889374, 82, 117.32926829268293, 1, 340.0, 2666, 965.0048762190547
243273, 1122, 982.1515151515151, 84, 195.88095238095238, 2, 388.0, 1038, 1045.7803468208092
904322, 2400, 852.4170833333334, 64, 158.734375, 1, 361.0, 2336, 871.4220890410959
1306954, 4053, 986.2277325437947, 56, 143.94642857142858, 1, 365.0, 3997, 998.0285213910432
1195923, 3938, 1046.3174200101575, 59, 163.52542372881356, 1, 352.0, 3879, 1059.7447795823666
1267364, 4279, 955.3858378125731, 51, 179.5686274509804, 1, 368.0, 4228, 964.7440870387891
1328379, 5637, 889.505942877417, 116, 431.7155172413793, 1, 363.0, 5521, 899.1244339793516
105219, 13789, 952.7659728769308, 172, 213.96511627906978, 3, 358.0, 13617, 962.0979657780715
1192589, 4786, 872.6272461345592, 53, 172.75471698113208, 1, 363.0, 4733, 880.464398901331
1394656, 4882, 912.3646046702171, 23, 167.17391304347825, 1, 368.0, 4859, 915.8919530767648
1410707, 3106, 811.9359304571797, 77, 261.76623376623377, 1, 362.0, 3029, 825.9217563552328
1149133, 6308, 941.8287888395688, 106, 453.27358490566036, 1, 375.0, 6216, 948.0410231660231
86106, 1563, 927.2258477287268, 43, 190.41860465116278, 1, 324.0, 1520, 948.0697368421053
904799, 3165, 798.6793048973144, 88, 160.88636363636363, 1, 362.0, 3077, 816.9197270068248
1403886, 3151, 810.7702316724849, 88, 353.125, 1, 362.0, 3063, 823.9183806725432
1123052, 2123, 923.222326895902, 58, 247.74137931034483, 1, 373.0, 2065, 942.1946731234867
325240, 4794, 958.6950354609929, 152, 369.8618421052632, 1, 356.0, 4687, 968.596116919138
1388294, 3073, 809.2866905304263, 86, 206.38372093023256, 1, 362.0, 2987, 826.6451288918647
1388539, 3021, 820.7010923535253, 76, 215.3421052631579, 1, 362.0, 2945, 836.323259762309
1417063, 3087, 815.242306446388, 76, 288.80263157894734, 1, 362.0, 3011, 828.530056459648
465543, 6102, 900.1606030809571, 73, 168.34246575342465, 1, 387.0, 6078, 901.7012175057584
491952, 3614, 971.3804648588821, 108, 405.49074074074076, 1, 362.0, 3506, 988.81232173417
1736495, 5198, 987.8532127741439, 56, 176.35714285714286, 1, 371.0, 5142, 996.6909762738234
1410759, 3143, 810.3531657651924, 75, 249.33333333333334, 1, 362.0, 3068, 824.0677966101695
1339240, 4383, 935.4652064795802, 80, 87.4375, 1, 367.0, 4303, 951.2314664187776
1388411, 3083, 813.0259487512163, 76, 281.8421052631579, 1, 362.0, 3007, 826.4512803458597
1392868, 5861, 809.9962463743389, 49, 175.0612244897959, 1, 363.0, 5812, 815.349277357192
1485002, 4404, 904.4523160762943, 21, 114.19047619047619, 1, 359.0, 4383, 908.238649326945
28110, 9884, 963.1344597329016, 266, 335.8609022556391, 5, 421.0, 9618, 980.4826367228114
1166130, 4955, 926.5140262361251, 124, 381.03225806451616, 1, 364.0, 4831, 940.5152142413579
61646, 4413, 945.7598005891683, 116, 354.76724137931035, 1, 364.0, 4297, 961.7139865022109
1403845, 3066, 821.2821265492498, 82, 408.1707317073171, 1, 362.0, 2984, 832.6343833780161
1350472, 2076, 1033.9932562620425, 61, 160.45901639344262, 1, 397.0, 2015, 1060.437717121588
1331671, 6512, 942.0164312039312, 91, 357.0659340659341, 1, 399.0, 6421, 950.3064943155272
1097677, 2914, 959.6918325326012, 54, 256.98148148148147, 1, 376.0, 2860, 972.9597902097902
1157404, 3479, 841.4501293475137, 70, 294.6, 1, 367.0, 3409, 852.679084775594
1628753, 4203, 870.7896740423507, 121, 446.9586776859504, 1, 363.0, 4082, 883.3530132288095
1158655, 3318, 856.7290536467751, 84, 357.29761904761904, 1, 367.0, 3234, 869.7012987012987
1134817, 3003, 839.7982017982018, 48, 179.89583333333334, 1, 367.0, 2955, 850.5174280879864
1382313, 2650, 888.5162264150944, 56, 242.125, 1, 347.0, 2594, 902.4707016191211
497978, 3882, 919.1561051004637, 92, 368.44565217391306, 1, 360.0, 3790, 932.5242744063324
1284834, 5907, 870.5369900118503, 62, 163.6290322580645, 1, 363.0, 5845, 878.0354148845166
1408944, 4304, 949.7881040892194, 51, 179.5686274509804, 1, 368.0, 4253, 959.0242181989184
1158462, 3063, 821.2778321906627, 82, 408.1707317073171, 1, 362.0, 2981, 832.6413955048641
1427366, 4053, 973.9489267209475, 122, 339.3114754098361, 1, 364.0, 3931, 993.6451284660392
1497681, 6687, 919.8567369522955, 114, 195.640350877193, 2, 368.0, 6573, 932.417313251179
1087443, 5999, 855.2732122020336, 126, 138.4126984126984, 1, 363.0, 5877, 870.0609154330441
1154949, 2353, 866.8873778155546, 47, 154.7872340425532, 1, 350.0, 2306, 881.4011274934952
1218099, 5444, 902.1631153563557, 52, 178.40384615384616, 1, 363.0, 5392, 909.1429896142433
1367483, 2294, 801.6403661726242, 48, 178.79166666666666, 1, 348.0, 2246, 814.9514692787177
351672, 4049, 894.1370708816992, 86, 147.22093023255815, 1, 364.0, 3963, 910.3456977037598
796944, 2289, 988.0257754477938, 61, 197.18032786885246, 1, 343.0, 2228, 1009.6781867145422
266809, 6901, 931.3095203593682, 94, 181.74468085106383, 2, 356.0, 6807, 941.6604965476715
1410619, 4786, 951.551399916423, 102, 148.11764705882354, 1, 363.0, 4684, 969.0471818958156
1410798, 2935, 821.6146507666099, 78, 306.97435897435895, 1, 362.0, 2857, 835.6650332516626
1324254, 4329, 944.5437745437746, 51, 179.5686274509804, 1, 368.0, 4278, 953.6633941093969
1422759, 2888, 829.1004155124654, 74, 288.7567567567568, 1, 362.0, 2814, 843.3098791755508
649764, 1803, 1038.1891292290627, 59, 266.728813559322, 1, 362.0, 1744, 1064.2878440366972
1427228, 4296, 953.7341713221601, 51, 179.5686274509804, 1, 368.0, 4245, 963.0351001177856
1570345, 2692, 999.6251857355127, 54, 172.2037037037037, 1, 368.0, 2638, 1016.5625473843821
36870, 686, 923.7274052478134, 43, 293.1162790697674, 1, 365.0, 643, 965.8989113530326
1123255, 3361, 974.4927105028265, 59, 163.15254237288136, 1, 376.0, 3302, 988.9897032101757
1448798, 4335, 939.6608996539792, 51, 179.5686274509804, 1, 368.0, 4284, 948.7096171802054
593905, 24415, 875.03067786197, 510, 138.17843137254903, 5, 363.0, 23905, 890.7510144321271
481448, 2178, 946.2910927456383, 52, 170.92307692307693, 1, 378.0, 2126, 965.2558795860772
1227924, 5966, 942.1907475695608, 69, 151.8840579710145, 1, 392.0, 5901, 950.793255380444
522456, 2306, 944.6660884648743, 56, 227.64285714285714, 1, 376.0, 2250, 962.512
679199, 2177, 1035.8938906752412, 70, 164.9142857142857, 1, 403.0, 2107, 1064.8300901756052
344601, 6111, 815.069873997709, 109, 196.63302752293578, 1, 363.0, 6020, 823.8335548172757
1227269, 2117, 970.6495040151158, 51, 174.8235294117647, 1, 407.0, 2066, 990.2947725072604
1310826, 4269, 881.0311548371984, 144, 240.84027777777777, 1, 360.0, 4125, 903.3796363636363
1423747, 4130, 901.7145278450363, 105, 171.54285714285714, 2, 368.0, 4025, 920.7624844720497
869209, 2792, 942.794770773639, 65, 357.53846153846155, 1, 368.0, 2727, 956.7447744774478
1792543, 3510, 955.4706552706552, 81, 300.358024691358, 1, 327.0, 3430, 970.6629737609329
304207, 2787, 911.1553641908863, 25, 243.56, 1, 375.0, 2762, 917.1980448950036
1156433, 1979, 914.0459828196059, 87, 232.98850574712642, 1, 348.0, 1892, 945.3631078224101
1400867, 3712, 938.9938038793103, 93, 365.4193548387097, 1, 360.0, 3619, 953.7333517546283
1394590, 5001, 897.6084783043391, 28, 169.82142857142858, 1, 368.0, 4973, 901.7062135531872
869689, 5521, 855.3439594276399, 125, 330.248, 1, 363.0, 5396, 867.5079688658266
667121, 6827, 926.4559835945511, 100, 174.34, 2, 364.0, 6727, 937.6365393191616
1610491, 2855, 980.6854640980736, 74, 377.97297297297297, 1, 374.0, 2781, 996.7231211794318
313598, 2686, 1027.8149664929263, 45, 280.8, 1, 394.0, 2641, 1040.5433547898524
760829, 2320, 821.7504310344827, 81, 402.75308641975306, 1, 348.0, 2239, 836.9084412684234
1339233, 3627, 954.1582575130963, 51, 177.0392156862745, 1, 370.0, 3576, 965.2413310961969
1408971, 4291, 952.0836634817059, 51, 179.5686274509804, 1, 368.0, 4240, 961.3757075471698
683837, 2790, 907.0146953405018, 89, 381.96629213483146, 1, 370.0, 2701, 924.3154387263976
1455284, 4323, 941.4605597964377, 51, 179.5686274509804, 1, 368.0, 4272, 950.556179775281
180873, 6507, 784.7634854771784, 139, 116.10071942446044, 1, 355.0, 6368, 799.3589824120603
349101, 4338, 928.3114338404795, 71, 327.9154929577465, 1, 355.0, 4268, 938.0813027179007
579105, 3007, 996.577652144995, 47, 175.63829787234042, 1, 401.0, 2960, 1009.6128378378378
1444223, 6238, 816.3505931388265, 148, 131.19594594594594, 1, 363.0, 6090, 833.0013136288999
1339275, 4602, 996.1366797044764, 99, 211.65656565656565, 1, 398.0, 4503, 1013.383744170553
1157403, 3497, 842.1384043465828, 77, 427.6753246753247, 1, 367.0, 3420, 851.4698830409357
991789, 5934, 876.6140883046849, 155, 298.8516129032258, 2, 356.0, 5779, 892.1103997231355
1300259, 3923, 998.7392301809839, 77, 364.0779220779221, 1, 360.0, 3846, 1011.4456578263131
1281223, 5291, 877.1880551880552, 103, 310.9126213592233, 1, 363.0, 5188, 888.4306090979182
1394667, 4915, 906.300508646999, 23, 152.17391304347825, 1, 368.0, 4892, 909.8460752248569
1388589, 3132, 806.5625798212005, 77, 249.80519480519482, 1, 362.0, 3055, 820.5954173486089
1410610, 2984, 1030.0264745308311, 55, 133.6, 1, 349.0, 2929, 1046.8593376579038
1381083, 2013, 892.49826130154, 45, 184.2888888888889, 1, 352.0, 1968, 908.6920731707318
1115803, 2791, 973.4697241132211, 59, 289.59322033898303, 1, 371.0, 2732, 988.2386530014642
1590027, 4235, 877.8401416765054, 114, 401.7456140350877, 1, 363.0, 4121, 891.0104343605921
1388644, 3016, 822.5639920424403, 82, 408.1707317073171, 1, 362.0, 2934, 834.1455351056578
889255, 1746, 879.9158075601374, 39, 204.2051282051282, 1, 359.0, 1707, 895.3538371411834
418223, 5722, 938.5110101363159, 73, 323.54794520547944, 2, 381.0, 5649, 946.4579571605594
1398016, 3075, 811.1983739837399, 77, 310.1818181818182, 1, 362.0, 2998, 824.0663775850567
525247, 1527, 916.9155206286837, 41, 198.6341463414634, 1, 364.0, 1486, 936.7335127860027
903903, 3975, 889.4948427672956, 81, 151.7283950617284, 1, 360.0, 3894, 904.8412942989214
29570, 14563, 928.2592872347731, 316, 344.9018987341772, 4, 380.0, 14247, 941.1982171685268
1410921, 4822, 868.7832849440066, 99, 136.12121212121212, 1, 363.0, 4723, 884.1408003387677
1388489, 3055, 817.8333878887071, 82, 371.9878048780488, 1, 362.0, 2973, 830.1305079044736
760839, 2543, 804.8847817538341, 94, 451.1489361702128, 1, 348.0, 2449, 818.462229481421
1217666, 3619, 905.319977894446, 76, 251.23684210526315, 1, 360.0, 3543, 919.350550381033
1421338, 8868, 929.4480153360397, 180, 294.4, 2, 364.0, 8688, 942.6050874769797
548470, 3048, 815.0902230971128, 67, 158.1492537313433, 1, 362.0, 2981, 829.8554176450856
1287296, 6576, 884.2954683698297, 54, 168.33333333333334, 1, 359.0, 6522, 890.2233977307575
749542, 5187, 863.4995180258338, 68, 145.0, 1, 363.0, 5119, 873.0439538972455
1310912, 4133, 864.2371158964432, 122, 134.97540983606558, 1, 360.0, 4011, 886.4185988531539
1690247, 6839, 954.5252229858166, 75, 148.30666666666667, 1, 398.0, 6764, 963.4646658781786
1394573, 4850, 921.3550515463918, 22, 130.22727272727272, 1, 368.0, 4828, 924.9600248550124
1516104, 4357, 838.7863208629791, 91, 108.97802197802197, 1, 358.0, 4267, 854.1542067026014
1834104, 5095, 979.5368007850834, 53, 174.56603773584905, 1, 368.0, 5042, 987.9984133280444
33977, 3292, 922.3168286755772, 99, 133.78787878787878, 1, 357.0, 3193, 946.7654243658002
1438718, 6052, 877.1911764705883, 112, 226.53571428571428, 1, 363.0, 5940, 889.4594276094276
1505946, 6272, 911.2608418367347, 56, 165.44642857142858, 1, 361.0, 6216, 917.9798906048906
1027273, 5083, 929.1670273460555, 127, 230.98425196850394, 2, 376.5, 4956, 947.0583131557707
1403930, 3069, 815.2160312805474, 80, 258.55, 1, 362.0, 2989, 830.1150886584142
1158518, 3038, 823.5365371955234, 82, 408.1707317073171, 1, 362.0, 2956, 835.0588633288228
1330041, 2280, 807.9421052631579, 42, 193.57142857142858, 1, 348.0, 2238, 819.4718498659518
1435972, 1997, 797.9389083625438, 62, 162.33870967741936, 1, 350.0, 1935, 818.3043927648579
1151399, 4088, 888.3478473581214, 115, 113.70434782608696, 1, 350.0, 3973, 910.7701988421848
1104322, 2683, 840.2005218039508, 85, 389.49411764705883, 1, 359.0, 2598, 854.9464973056197
1124468, 3854, 932.3175921120913, 67, 151.37313432835822, 1, 367.0, 3787, 946.1341431212041
1413328, 2850, 828.2357894736842, 77, 191.3116883116883, 1, 362.0, 2773, 845.9217454020916
1348625, 4021, 835.644615767222, 32, 223.59375, 1, 362.0, 3989, 840.5545249435949
1692238, 4995, 922.2390390390391, 110, 363.76363636363635, 1, 364.0, 4885, 934.8147389969293
596777, 973, 992.6320657759507, 46, 282.0217391304348, 1, 420.0, 927, 1027.8942826321468
1500294, 4640, 983.3590517241379, 74, 131.44594594594594, 1, 399.0, 4566, 997.1657906263688
1928, 7262, 943.0991462407051, 77, 147.63636363636363, 1, 400.0, 7185, 951.6239387613083
1159024, 1595, 937.4094043887147, 42, 194.23809523809524, 1, 385.0, 1553, 957.5080489375403
1520830, 2314, 1092.4347450302507, 54, 172.75925925925927, 1, 402.0, 2260, 1114.4092920353983
1157365, 3415, 847.806149341142, 62, 183.30645161290323, 1, 367.0, 3353, 860.093349239487
1400824, 2874, 823.3326374391092, 72, 145.22222222222223, 1, 367.0, 2802, 840.7573162027123
1122963, 4857, 944.7117562281244, 55, 169.23636363636365, 1, 367.0, 4802, 953.5937109537692
1390076, 2069, 822.1058482358627, 67, 149.6865671641791, 1, 348.0, 2002, 844.6093906093906
180871, 6012, 793.6942781104458, 100, 95.3, 1, 355.0, 5912, 805.5074424898512
1427281, 4284, 949.0049019607843, 51, 179.50980392156862, 1, 368.0, 4233, 958.2759272383652
441159, 7997, 762.2003251219207, 61, 158.60655737704917, 1, 370.0, 7937, 766.7433539120575
935840, 4552, 926.2122144112478, 54, 174.61111111111111, 1, 365.0, 4498, 935.2354379724322
1352582, 4314, 937.221140472879, 51, 179.5686274509804, 1, 368.0, 4263, 946.2852451325358
487909, 12161, 962.6797138393224, 173, 190.61271676300578, 3, 352.0, 11988, 973.8214881548215
1388117, 3036, 818.9364295125165, 79, 316.88607594936707, 1, 362.0, 2957, 832.3493405478525
1917463, 2623, 842.684712161647, 81, 142.97530864197532, 1, 371.0, 2542, 864.9807238394965
1903686, 2302, 880.0981754995656, 93, 365.39784946236557, 1, 367.0, 2209, 901.767315527388
264457, 10794, 910.3437094682231, 112, 174.90178571428572, 2, 388.0, 10682, 918.0547650252762
1087451, 2221, 965.1386762719495, 62, 377.30645161290323, 1, 382.0, 2159, 982.0194534506716
1434844, 3553, 955.3931888544892, 57, 170.140350877193, 1, 367.0, 3499, 967.3669619891398
1581111, 5009, 924.4246356558195, 73, 139.24657534246575, 1, 364.0, 4936, 936.0368719611021
184870, 1875, 1009.4256, 51, 177.94117647058823, 1, 379.0, 1824, 1032.6743421052631
1310910, 4150, 863.3715662650602, 113, 110.67256637168141, 1, 360.0, 4037, 884.4404260589547
1546107, 7278, 975.7760373729046, 88, 159.875, 1, 370.0, 7190, 985.7620305980529
1538158, 7192, 892.7832313681869, 54, 170.07407407407408, 1, 363.0, 7138, 898.2506304286915
1437823, 4219, 937.7696136525243, 106, 374.0188679245283, 1, 364.0, 4113, 952.2985655239485
93058, 1881, 806.6507177033493, 44, 186.9318181818182, 1, 274.0, 1837, 821.4942841589548
1202785, 2106, 930.605413105413, 53, 177.9811320754717, 1, 377.0, 2053, 950.0350706283488
1495853, 6191, 969.4659990308512, 161, 178.2049689440994, 1, 365.0, 6030, 990.5925373134328
229921, 7359, 1032.671422747656, 105, 174.0095238095238, 2, 396.0, 7254, 1045.100358422939
593590, 3875, 927.1052903225807, 119, 253.6890756302521, 1, 367.0, 3756, 948.44089456869
1427523, 2853, 998.8527865404837, 50, 180.48, 1, 368.0, 2803, 1013.4509454156262
1157354, 2969, 878.2313910407545, 61, 362.5409836065574, 1, 367.0, 2908, 889.0488308115544
1930667, 3062, 928.5408229915088, 55, 164.83636363636364, 1, 350.0, 3007, 942.5094778849351
1446712, 5690, 825.7616871704745, 88, 137.6590909090909, 1, 363.0, 5602, 836.5708675473045
1220595, 3624, 829.1832229580574, 98, 134.21428571428572, 1, 352.0, 3526, 848.4988655700511
760805, 2319, 815.2971108236309, 91, 417.967032967033, 1, 348.0, 2228, 831.5255834829444
1213726, 3072, 817.5358072916666, 82, 351.2926829268293, 1, 362.0, 2990, 830.3224080267559
1448814, 4336, 946.9437269372694, 54, 173.75925925925927, 1, 368.0, 4282, 956.6943017281644
1203547, 5829, 886.914908217533, 99, 138.31313131313132, 1, 363.0, 5730, 899.8488656195462
1354152, 4269, 948.0616069337082, 51, 179.5686274509804, 1, 368.0, 4218, 957.3534850640114
1121459, 3146, 960.9017800381437, 62, 163.83870967741936, 1, 384.0, 3084, 976.9257457846952
1768764, 2071, 908.8957025591502, 36, 208.75,0,0, 2035, 921.2815724815724
889230, 1766, 894.0741789354473, 39, 208.02564102564102, 1, 359.0, 1727, 909.5668789808917
765962, 1617, 950.843537414966, 45, 281.68888888888887, 1, 385.0, 1572, 969.9987277353689
1122209, 2950, 987.7013559322033, 60, 143.61666666666667, 1, 360.0, 2890, 1005.2256055363322
1417029, 4318, 940.503937007874, 51, 179.5686274509804, 1, 368.0, 4267, 949.5987813452074
1423742, 3328, 854.4065504807693, 110, 167.6909090909091, 2, 377.0, 3218, 877.8803604723431
1182653, 4998, 881.0692276910764, 92, 377.5, 1, 363.0, 4906, 890.5124337545863
1049947, 4135, 860.0577992744861, 42, 210.11904761904762, 1, 348.0, 4093, 866.7270950403127
396588, 3369, 907.7892549718017, 52, 174.92307692307693, 1, 362.0, 3317, 919.2782634911064
1397911, 4304, 949.0645910780669, 51, 179.5686274509804, 1, 368.0, 4253, 958.29202915589
1699624, 2900, 1008.2244827586206, 64, 360.78125, 1, 359.0, 2836, 1022.8353314527503
1095750, 3043, 913.9733815313836, 55, 104.52727272727273, 1, 338.0, 2988, 928.8728246318608
1200547, 2787, 1118.5640473627557, 57, 100.2280701754386, 1, 401.0, 2730, 1139.8260073260074
720555, 4233, 865.8679423576659, 101, 389.96039603960395, 1, 362.0, 4132, 877.5007260406583
1266909, 3066, 926.53228962818, 68, 154.30882352941177, 1, 362.0, 2998, 944.0476984656437
1443112, 4056, 932.413214990138, 53, 248.45283018867926, 1, 350.0, 4003, 941.4688983262553
1633495, 5910, 948.0223350253807, 148, 162.44594594594594, 3, 397.3333333333333, 5762, 968.2002776813606
56459, 35966, 931.2581882889396, 1164, 111.33247422680412, 8, 397.0, 34802, 958.6817136946153
1398062, 3050, 819.1793442622951, 73, 264.3013698630137, 1, 362.0, 2977, 832.7856902922405
1310981, 4127, 873.1902108068815, 118, 159.59322033898306, 1, 360.0, 4009, 894.1940633574458
1334055, 4304, 940.282063197026, 51, 179.50980392156862, 1, 368.0, 4253, 949.4048906654126
1218247, 5519, 937.0420366008335, 58, 165.55172413793105, 2, 226.0, 5461, 945.2358542391503
1121347, 4754, 925.270929743374, 71, 111.32394366197182, 1, 363.0, 4683, 937.6113602391629
1421850, 2983, 817.9510559839089, 63, 287.1587301587302, 1, 362.0, 2920, 829.4030821917809
1772272, 5461, 956.5292071049258, 52, 177.46153846153845, 1, 369.0, 5409, 964.0188574597893
1347341, 2587, 802.3819095477387, 65, 282.15384615384613, 1, 364.0, 2522, 815.7898493259318
1417148, 3116, 815.9839537869063, 82, 341.1463414634146, 1, 362.0, 3034, 828.8174027686223
111105, 23528, 976.20554233254, 595, 170.24705882352941, 11, 409.0, 22933, 997.1162516897048
1131454, 682, 1199.9442815249267, 36, 211.30555555555554, 1, 364.0, 646, 1255.0386996904024
1427215, 4310, 949.6, 51, 179.5686274509804, 1, 368.0, 4259, 958.8208499647805
1158628, 3422, 852.2577440093513, 83, 453.0722891566265, 1, 367.0, 3339, 862.1805929919137
1402563, 6640, 951.8185240963855, 86, 346.25581395348837, 1, 353.0, 6554, 959.7645712541959
1438808, 5654, 886.0558896356562, 123, 357.0, 1, 363.0, 5531, 897.8211896582897
1126833, 5255, 944.7773549000951, 121, 412.10743801652893, 1, 365.0, 5134, 957.331515387612
857115, 1974, 873.5851063829788, 37, 216.78378378378378, 1, 349.0, 1937, 886.1311306143521
765963, 1611, 945.9459962756052, 45, 281.6, 1, 386.0, 1566, 965.036398467433
1305592, 2010, 850.9781094527364, 53, 145.47169811320754, 1, 366.0, 1957, 870.0848237097598
1156935, 4891, 930.2498466571253, 59, 164.05084745762713, 1, 377.0, 4833, 939.4111318021933
1215343, 1363, 944.2098312545854, 59, 304.0, 1, 376.0, 1304, 973.1763803680982
269454, 3404, 927.1213278495887, 52, 150.34615384615384, 1, 368.0, 3352, 939.1715393794749
1703332, 3125, 989.59936, 59, 162.38983050847457, 1, 344.0, 3066, 1005.5176125244618
1736411, 6825, 954.2197802197802, 115, 123.94782608695652, 1, 364.0, 6710, 968.449478390462
