,parentTaxid,taxid,CDS,CDS_Mean,exon,exon_Mean,gene,gene_Mean,mRNA,mRNA_Mean
34,10239,382359, 226, 769.8053097345132, 6, 75.16666666666667, 232, 751.8405172413793,0,0
36,10239,1922819, 3, 993.0,0,0, 3, 993.0,0,0
37,10239,1922812, 2, 1375.5,0,0, 2, 1375.5,0,0
38,10239,1922813, 2, 1048.5,0,0, 2, 1048.5,0,0
39,10239,1922810, 3, 997.0,0,0, 3, 997.0,0,0
40,10239,1922811, 3, 1116.0,0,0, 3, 1116.0,0,0
41,10239,1922816, 2, 1636.5,0,0, 2, 1636.5,0,0
42,10239,1922817, 4, 987.75,0,0, 4, 987.75,0,0
43,10239,1922814, 2, 2374.5,0,0, 2, 2374.5,0,0
44,10239,1922815, 2, 1587.0,0,0, 2, 1587.0,0,0
45,10239,389469, 52, 651.3461538461538,0,0, 52, 651.3461538461538,0,0
46,10239,926844, 1, 948.0,0,0, 1, 948.0,0,0
47,10239,1349409, 1522, 898.7325886990801, 1, 71.0, 1488, 923.304435483871,0,0
48,10239,1747288, 27, 652.0,0,0, 27, 652.0,0,0
49,10239,1747289, 57, 598.8421052631579,0,0, 57, 598.8421052631579,0,0
50,10239,191463, 6, 528.0,0,0, 6, 528.0,0,0
51,10239,1923368, 2, 3589.5,0,0, 2, 3589.5,0,0
52,10239,486809, 8, 616.875,0,0, 8, 616.875,0,0
53,10239,1747282, 55, 764.7818181818182,0,0, 55, 764.7818181818182,0,0
54,10239,1923492, 3, 3302.0,0,0, 3, 3302.0,0,0
55,10239,1923367, 1, 9300.0,0,0, 1, 9300.0,0,0
56,10239,1923366, 2, 4257.0,0,0, 2, 4257.0,0,0
57,10239,1923365, 3, 1464.0,0,0, 3, 1464.0,0,0
58,10239,1747287, 95, 528.1578947368421,0,0, 95, 528.1578947368421,0,0
59,10239,885867, 49, 840.265306122449,0,0, 52, 865.25,0,0
60,10239,198833, 5, 2121.0, 6, 1833.5, 6, 1833.5, 5, 2190.8
61,10239,1857100, 130, 599.2846153846153,0,0, 130, 599.2846153846153,0,0
62,10239,520973, 2, 3196.5,0,0, 2, 3196.5,0,0
71,10239,1907771, 5, 1121.4,0,0, 5, 1121.4,0,0
72,10239,1922607, 1, 8349.0,0,0, 1, 8349.0,0,0
73,10239,1922606, 1, 8298.0,0,0, 1, 8298.0,0,0
74,10239,10708, 55, 647.2363636363636,0,0, 55, 647.2363636363636,0,0
75,10239,10702, 61, 673.9180327868852,0,0, 61, 674.0655737704918,0,0
76,10239,57477, 273, 522.3736263736264, 7, 76.85714285714286, 280, 511.23571428571427,0,0
78,10239,10704, 111, 531.5945945945946,0,0, 109, 530.651376146789,0,0
79,10239,1926511, 1, 7065.0,0,0, 1, 7065.0,0,0
80,10239,208084, 5, 1126.2,0,0, 5, 1126.2,0,0
81,10239,1317107, 6, 550.5,0,0, 6, 550.5,0,0
82,10239,208086, 7, 826.7142857142857,0,0, 6, 965.0,0,0
83,10239,697227, 253, 643.0553359683795, 3, 72.0, 255, 637.964705882353,0,0
84,10239,1838063, 67, 656.5522388059702,0,0, 67, 656.5522388059702,0,0
85,10239,666962, 6, 2029.0, 6, 2058.1666666666665, 6, 2058.1666666666665, 6, 2058.1666666666665
86,10239,1732064, 59, 629.7966101694915,0,0, 59, 629.7966101694915,0,0
87,10239,1732063, 156, 723.6923076923077,0,0, 156, 723.6923076923077,0,0
90,10239,202568, 6, 552.0,0,0, 6, 552.0,0,0
91,10239,202566, 2, 4818.0,0,0, 7, 2340.8571428571427,0,0
93,10239,1922368, 1, 12000.0,0,0, 1, 12000.0,0,0
94,10239,293284, 7, 658.2857142857143,0,0, 7, 658.2857142857143,0,0
95,10239,1922360, 4, 2236.5,0,0, 4, 2236.5,0,0
96,10239,1922361, 5, 2028.6,0,0, 5, 2028.6,0,0
97,10239,1922362, 1, 7065.0,0,0, 1, 7065.0,0,0
98,10239,762660, 255, 622.7058823529412, 6, 79.83333333333333, 263, 607.7300380228137,0,0
99,10239,1922365, 6, 1763.5,0,0, 6, 1763.5,0,0
100,10239,1922366, 4, 2893.5,0,0, 4, 2893.5,0,0
101,10239,1922367, 3, 3266.0,0,0, 3, 3266.0,0,0
104,10239,1843753, 2, 912.0,0,0, 2, 912.0,0,0
105,10239,1843752, 2, 910.5,0,0, 2, 910.5,0,0
106,10239,1843751, 2, 912.0,0,0, 2, 912.0,0,0
107,10239,1843750, 2, 891.0,0,0, 2, 891.0,0,0
108,10239,1843757, 2, 922.5,0,0, 2, 922.5,0,0
109,10239,1843756, 2, 910.5,0,0, 2, 910.5,0,0
110,10239,390844, 3, 4765.0,0,0, 2, 7147.0,0,0
111,10239,1843754, 2, 925.5,0,0, 2, 925.5,0,0
112,10239,435486, 1, 351.0,0,0, 1, 351.0,0,0
113,10239,1843758, 2, 895.5,0,0, 2, 895.5,0,0
114,10239,1483724, 6, 1528.0,0,0, 6, 1528.0,0,0
115,10239,278069, 1, 357.0,0,0, 1, 357.0,0,0
116,10239,1986478, 3, 602.0,0,0, 2, 959.5,0,0
117,10239,1986479, 3, 652.0,0,0, 2, 1034.0,0,0
118,10239,1410331, 45, 786.1333333333333,0,0, 45, 786.1333333333333,0,0
119,10239,1458706, 87, 576.6551724137931,0,0, 87, 576.6551724137931,0,0
120,10239,1382995, 3, 1084.0,0,0, 3, 1084.0,0,0
121,10239,1685743, 2, 915.0,0,0, 2, 915.0,0,0
122,10239,1986477, 3, 636.0,0,0, 2, 1006.0,0,0
124,10239,1822365, 4, 1728.75,0,0, 4, 1728.75,0,0
125,10239,1136534, 140, 604.6071428571429,0,0, 140, 604.6071428571429,0,0
126,10239,1136535, 73, 794.3424657534247, 1, 87.0, 74, 784.7837837837837,0,0
127,10239,419697, 12, 1897.0,0,0, 12, 1897.0,0,0
128,10239,1685748, 2, 861.0,0,0, 2, 861.0,0,0
129,10239,400835, 6, 546.5,0,0, 6, 546.5,0,0
130,10239,743685, 4, 2533.5,0,0, 4, 2533.5,0,0
131,10239,291286, 2, 5028.0,0,0, 2, 5028.0,0,0
132,10239,1187128, 89, 478.4157303370786,0,0, 89, 478.4157303370786,0,0
133,10239,459290, 34, 444.61764705882354,0,0, 34, 444.61764705882354,0,0
134,10239,155414, 2, 2484.0,0,0, 2, 2484.0,0,0
135,10239,272751, 3, 2453.0,0,0, 3, 2453.0,0,0
136,10239,1785753, 247, 727.3117408906883, 5, 82.0, 247, 727.3117408906883,0,0
137,10239,871584, 86, 645.6627906976744,0,0, 86, 645.6627906976744,0,0
138,10239,1087068, 4, 2426.25,0,0, 4, 2426.25,0,0
140,10239,157924, 56, 570.8035714285714,0,0, 56, 578.2321428571429,0,0
141,10239,340921, 1, 10311.0,0,0, 1, 10311.0,0,0
142,10239,1849544, 1, 7041.0,0,0, 1, 7041.0,0,0
143,10239,1849545, 1, 6468.0,0,0, 1, 6468.0,0,0
144,10239,1849542, 2, 4024.5,0,0, 2, 4024.5,0,0
146,10239,1564182, 3, 2788.0,0,0, 3, 2788.0,0,0
148,10239,1335626, 12, 3585.25,0,0, 10, 2984.6,0,0
149,10239,511755, 3, 3357.0,0,0, 1, 6882.0,0,0
150,10239,938131, 109, 522.6880733944954,0,0, 108, 527.5370370370371,0,0
151,10239,1720526, 296, 745.4695945945946,0,0, 296, 745.5912162162163,0,0
152,10239,1698417, 100, 497.46, 1, 73.0, 100, 498.18,0,0
153,10239,1659220, 1, 7455.0,0,0, 1, 7455.0,0,0
154,10239,1327776, 81, 574.5555555555555, 3, 73.66666666666667, 83, 563.3614457831326,0,0
155,10239,393767, 8, 5069.625,0,0, 6, 4624.833333333333,0,0
156,10239,1327777, 100, 542.28,0,0, 99, 547.7676767676768,0,0
157,10239,1141526, 59, 698.8983050847457,0,0, 58, 710.9310344827586,0,0
158,10239,1922933, 2, 6114.0,0,0, 2, 6114.0,0,0
159,10239,1327773, 93, 537.516129032258,0,0, 92, 543.3478260869565,0,0
160,10239,1327770, 85, 590.364705882353,0,0, 84, 597.3809523809524,0,0
161,10239,1327771, 107, 541.2616822429907,0,0, 106, 546.377358490566,0,0
162,10239,1922818, 3, 1078.0,0,0, 3, 1078.0,0,0
163,10239,1147158, 59, 635.542372881356,0,0, 59, 635.542372881356,0,0
164,10239,1147156, 74, 554.472972972973,0,0, 74, 554.472972972973,0,0
165,10239,1147157, 61, 584.6065573770492,0,0, 61, 584.6065573770492,0,0
166,10239,1147154, 67, 539.9104477611941,0,0, 67, 539.9104477611941,0,0
167,10239,1147155, 74, 570.081081081081, 1, 76.0, 75, 563.4933333333333,0,0
168,10239,1147152, 59, 705.0,0,0, 59, 705.0,0,0
169,10239,1147153, 66, 574.0,0,0, 66, 574.0,0,0
170,10239,1147150, 61, 562.0327868852459,0,0, 61, 562.0327868852459,0,0
171,10239,1147151, 63, 635.0,0,0, 63, 635.0,0,0
172,10239,1903340, 2, 5476.5,0,0, 2, 5476.5,0,0
173,10239,1150353, 1, 22176.0,0,0, 1, 22176.0,0,0
174,10239,304222, 1, 354.0,0,0, 1, 354.0,0,0
175,10239,1736759, 1, 354.0,0,0, 1, 354.0,0,0
176,10239,85752, 10, 535.5,0,0, 10, 535.5,0,0
177,10239,311176, 3, 2078.0,0,0, 3, 2078.0,0,0
178,10239,1785960, 244, 612.5532786885246, 17, 79.23529411764706, 261, 577.816091954023,0,0
179,10239,348296, 3, 2861.0,0,0, 3, 2861.0,0,0
180,10239,1357732, 38, 1000.8157894736842,0,0, 38, 1000.8157894736842,0,0
183,10239,1655012, 46, 578.804347826087,0,0, 45, 591.6444444444444,0,0
184,10239,1655015, 46, 587.2826086956521,0,0, 45, 600.3111111111111,0,0
185,10239,1655014, 45, 599.1333333333333,0,0, 44, 612.7272727272727,0,0
186,10239,1655017, 46, 588.9782608695652,0,0, 45, 602.0444444444445,0,0
187,10239,1655016, 47, 579.5106382978723,0,0, 46, 592.0869565217391,0,0
188,10239,1655019, 46, 585.9782608695652,0,0, 45, 598.9777777777778,0,0
189,10239,1655018, 45, 595.3333333333334,0,0, 44, 608.8409090909091,0,0
190,10239,796352, 2, 4783.5,0,0, 2, 4783.5,0,0
191,10239,1348439, 5, 2131.2,0,0, 5, 2131.2,0,0
192,10239,11280, 5, 2133.6,0,0, 5, 2133.6,0,0
193,10239,1245909, 37, 639.6486486486486,0,0, 37, 639.6486486486486,0,0
195,10239,875323, 6, 528.0,0,0, 6, 528.0,0,0
196,10239,1328029, 197, 694.2791878172588, 24, 75.25, 221, 627.0542986425339,0,0
197,10239,1732180, 60, 523.9,0,0, 60, 523.9,0,0
198,10239,222557, 3, 1552.0,0,0, 3, 1552.0,0,0
199,10239,11757, 8, 1582.125, 3, 3945.0, 7, 2813.5714285714284, 3, 3945.0
201,10239,43685, 50, 610.38,0,0, 50, 610.38,0,0
202,10239,1027232, 5, 3024.6,0,0, 5, 3024.6,0,0
203,10239,1131483, 4, 1677.0,0,0, 4, 1677.0,0,0
206,10239,191460, 6, 506.0,0,0, 6, 506.0,0,0
207,10239,1056830, 69, 612.3913043478261,0,0, 68, 621.4117647058823,0,0
208,10239,1056831, 98, 604.6530612244898, 1, 76.0, 98, 605.4183673469388,0,0
209,10239,1056833, 86, 565.9883720930233,0,0, 85, 572.635294117647,0,0
210,10239,1647463, 63, 588.952380952381,0,0, 63, 588.952380952381,0,0
211,10239,1923776, 2, 1155.0,0,0, 2, 1155.0,0,0
212,10239,1923777, 5, 5422.8,0,0, 4, 6778.25,0,0
213,10239,1923770, 2, 4168.5,0,0, 2, 4168.5,0,0
214,10239,1923771, 2, 3514.5,0,0, 2, 3514.5,0,0
215,10239,1923772, 5, 2191.2,0,0, 5, 2191.2,0,0
216,10239,1923773, 2, 3549.0,0,0, 2, 3549.0,0,0
218,10239,1923778, 1, 9342.0,0,0, 1, 9342.0,0,0
219,10239,1923779, 2, 3168.0,0,0, 2, 3168.0,0,0
220,10239,1647465, 47, 664.1489361702128,0,0, 47, 664.1489361702128,0,0
221,10239,1923493, 6, 1731.5,0,0, 5, 2077.4,0,0
222,10239,909330, 7, 1051.7142857142858,0,0, 7, 1051.7142857142858,0,0
223,10239,909331, 7, 1016.1428571428571,0,0, 7, 1016.1428571428571,0,0
224,10239,1923360, 2, 1644.0,0,0, 2, 1644.0,0,0
225,10239,1692263, 2, 633.0,0,0, 2, 633.0,0,0
226,10239,1692262, 2, 544.5,0,0, 2, 544.5,0,0
227,10239,1692261, 2, 865.5,0,0, 2, 865.5,0,0
228,10239,1692260, 2, 979.5,0,0, 2, 979.5,0,0
229,10239,1923495, 4, 2792.25,0,0, 4, 2792.25,0,0
230,10239,138184, 73, 1417.849315068493,0,0, 70, 1527.0428571428572,0,0
231,10239,1923494, 4, 2934.0,0,0, 4, 2934.0,0,0
232,10239,10390, 92, 1447.5, 2, 442.5, 87, 2482.3333333333335,0,0
233,10239,347962, 53, 638.1509433962265,0,0, 53, 638.1509433962265,0,0
234,10239,325111, 6, 522.0,0,0, 6, 522.0,0,0
236,10239,10397, 160, 1100.1375,0,0, 158, 1141.3037974683543,0,0
237,10239,10398, 85, 1237.764705882353,0,0, 73, 1554.0821917808219,0,0
238,10239,1923496, 6, 1618.5,0,0, 6, 1618.5,0,0
240,10239,998086, 375, 731.056, 5, 82.6, 381, 732.7270341207349,0,0
242,10239,12227, 2, 4731.0, 1, 9494.0, 2, 4895.5, 1, 9494.0
243,10239,12224, 2, 4716.0,0,0, 2, 4716.0,0,0
244,10239,12222, 2, 4714.5,0,0, 2, 4714.5,0,0
246,10239,12228, 2, 4672.5,0,0, 2, 4672.5,0,0
247,10239,290030, 6, 559.0,0,0, 6, 559.0,0,0
248,10239,484895, 68, 606.2647058823529,0,0, 68, 606.2647058823529,0,0
249,10239,484896, 54, 744.5,0,0, 54, 744.5,0,0
250,10239,944995, 1, 855.0,0,0, 1, 855.0,0,0
251,10239,944994, 6, 563.0,0,0, 6, 563.0,0,0
252,10239,10570, 8, 883.5,0,0, 8, 883.5,0,0
253,10239,1481139, 6, 2037.5,0,0, 6, 2037.5,0,0
254,10239,123735, 6, 552.0,0,0, 6, 552.0,0,0
256,10239,1114179, 72, 600.2916666666666,0,0, 86, 502.8953488372093,0,0
257,10239,1460374, 2, 2382.0,0,0, 2, 2382.0,0,0
259,10239,1173135, 87, 540.8620689655172, 1, 72.0, 88, 535.5340909090909,0,0
263,10239,1647311, 147, 484.9795918367347, 2, 78.5, 149, 479.5234899328859,0,0
264,10239,333765, 7, 754.2857142857143,0,0, 7, 754.2857142857143,0,0
265,10239,1647313, 101, 568.009900990099,0,0, 100, 573.68,0,0
266,10239,1141625, 3, 2249.0,0,0, 3, 2249.0,0,0
267,10239,333760, 11, 676.9090909090909,0,0, 8, 1221.25,0,0
268,10239,333762, 6, 1124.0,0,0, 6, 1124.0,0,0
269,10239,333763, 6, 1133.5,0,0, 6, 1133.5,0,0
270,10239,326574, 56, 534.8571428571429,0,0, 56, 534.8571428571429,0,0
271,10239,333769, 7, 1008.4285714285714,0,0, 7, 1008.4285714285714,0,0
272,10239,648017, 65, 559.1076923076923,0,0, 65, 559.1076923076923,0,0
273,10239,138982, 6, 1287.5,0,0, 6, 1287.5,0,0
274,10239,68347, 193, 959.098445595855,0,0, 193, 959.098445595855,0,0
276,10239,1385427, 13, 3384.923076923077,0,0, 12, 3666.9166666666665,0,0
277,10239,981323, 57, 721.1052631578947,0,0, 57, 721.1052631578947,0,0
278,10239,461711, 51, 602.3529411764706,0,0, 57, 715.0701754385965,0,0
279,10239,1814958, 49, 618.0,0,0, 50, 607.92,0,0
280,10239,47680, 42, 783.9761904761905,0,0, 36, 1147.0555555555557,0,0
281,10239,47681, 1, 6549.0,0,0, 1, 6549.0,0,0
282,10239,28358, 54, 708.5555555555555,0,0, 54, 708.5555555555555,0,0
283,10239,491893, 31, 1057.0645161290322,0,0, 31, 1057.0645161290322,0,0
284,10239,28355, 8, 1591.5,0,0, 9, 1590.3333333333333,0,0
285,10239,1579460, 130, 1007.8153846153846,0,0, 130, 1007.8153846153846,0,0
286,10239,1814957, 49, 616.0408163265306,0,0, 50, 606.0,0,0
287,10239,28350, 6, 555.0,0,0, 6, 555.0,0,0
289,10239,446529, 77, 549.5454545454545,0,0, 77, 549.5454545454545,0,0
291,10239,79700, 170, 1165.0411764705882,0,0, 167, 1198.9161676646706,0,0
292,10239,1486413, 177, 644.0677966101695, 9, 74.55555555555556, 186, 616.510752688172,0,0
293,10239,361731, 6, 713.5,0,0, 6, 713.5,0,0
294,10239,935473, 8, 624.0,0,0, 9, 586.3333333333334,0,0
295,10239,369752, 1, 9159.0,0,0, 1, 9159.0,0,0
296,10239,1571533, 5, 576.6,0,0, 4, 773.0,0,0
298,10239,1511807, 1, 7407.0,0,0, 1, 7407.0,0,0
299,10239,374005, 1, 10290.0,0,0, 1, 10290.0,0,0
300,10239,1823757, 16, 1568.25,0,0, 14, 1792.0714285714287,0,0
301,10239,213775, 49, 508.3469387755102,0,0, 49, 508.3469387755102,0,0
302,10239,756282, 104, 631.7019230769231,0,0, 105, 659.9809523809524,0,0
303,10239,756280, 59, 724.3728813559322,0,0, 59, 724.3728813559322,0,0
304,10239,1237364, 62, 230.32258064516128,0,0, 62, 230.32258064516128,0,0
305,10239,1273754, 105, 589.3714285714286, 1, 73.0, 106, 584.5,0,0
306,10239,1273755, 124, 541.9354838709677, 4, 75.0, 128, 527.34375,0,0
307,10239,1273752, 73, 469.06849315068496,0,0, 73, 469.06849315068496,0,0
308,10239,1273753, 118, 592.6779661016949, 4, 73.75, 122, 575.6639344262295,0,0
309,10239,1273750, 74, 634.0540540540541,0,0, 74, 634.0540540540541,0,0
310,10239,1273751, 88, 574.3977272727273,0,0, 88, 574.3977272727273,0,0
311,10239,244310, 71, 630.4225352112676,0,0, 71, 630.4225352112676,0,0
312,10239,11569, 8, 1366.5, 3, 572.0, 7, 1573.142857142857, 2, 898.0
313,10239,109270, 5, 1968.6,0,0, 5, 1968.6,0,0
314,10239,1168563, 47, 644.8723404255319,0,0, 46, 658.8695652173913,0,0
315,10239,1685768, 2, 745.5,0,0, 2, 745.5,0,0
316,10239,1685769, 2, 975.0,0,0, 2, 975.0,0,0
317,10239,1685766, 2, 1245.0,0,0, 2, 1245.0,0,0
318,10239,1685767, 2, 1153.5,0,0, 2, 1153.5,0,0
319,10239,1685764, 2, 837.0,0,0, 2, 837.0,0,0
320,10239,1685765, 2, 687.0,0,0, 2, 687.0,0,0
321,10239,1458726, 97, 506.69072164948454, 1, 79.0, 97, 507.49484536082474,0,0
322,10239,1685763, 2, 865.5,0,0, 2, 865.5,0,0
323,10239,1458724, 98, 490.40816326530614,0,0, 98, 490.40816326530614,0,0
324,10239,1458725, 98, 659.295918367347,0,0, 98, 659.295918367347,0,0
325,10239,1923169, 3, 1104.0,0,0, 3, 1104.0,0,0
326,10239,1923168, 1, 8436.0,0,0, 1, 8436.0,0,0
327,10239,1755753, 1, 2928.0,0,0, 1, 2928.0,0,0
328,10239,1755752, 2, 3003.0,0,0, 2, 3003.0,0,0
329,10239,1755754, 3, 1105.0,0,0, 3, 1105.0,0,0
330,10239,1394141, 8, 1035.375,0,0, 8, 1035.375,0,0
331,10239,1923161, 4, 2104.5,0,0, 4, 2104.5,0,0
332,10239,1923160, 3, 3329.0,0,0, 3, 3329.0,0,0
333,10239,1923163, 2, 4351.5,0,0, 2, 4351.5,0,0
334,10239,1923162, 2, 4288.5,0,0, 2, 4288.5,0,0
335,10239,1923165, 1, 5721.0,0,0, 1, 5721.0,0,0
336,10239,1923164, 2, 4293.0,0,0, 2, 4293.0,0,0
337,10239,1923167, 5, 2057.4,0,0, 3, 3429.3333333333335,0,0
338,10239,1923166, 5, 1913.4,0,0, 3, 3188.3333333333335,0,0
339,10239,1698357, 106, 548.2358490566038,0,0, 105, 553.4666666666667,0,0
340,10239,1698356, 102, 530.1764705882352,0,0, 101, 535.4356435643564,0,0
341,10239,1698358, 79, 589.4050632911392,0,0, 78, 596.974358974359,0,0
342,10239,222078, 6, 557.0,0,0, 6, 557.0,0,0
343,10239,1465639, 48, 751.6875,0,0, 48, 751.6875,0,0
344,10239,1923765, 3, 1749.0,0,0, 3, 1749.0,0,0
345,10239,1916650, 2, 4225.5,0,0, 2, 4225.5,0,0
346,10239,1923760, 3, 3702.0,0,0, 3, 3702.0,0,0
347,10239,1411887, 20, 742.2,0,0, 20, 742.2,0,0
348,10239,1936269, 1, 9066.0,0,0, 1, 9066.0,0,0
349,10239,12038, 8, 867.375,0,0, 7, 991.1428571428571,0,0
350,10239,1458187, 6, 332.5,0,0, 6, 332.5,0,0
352,10239,307677, 3, 2545.0,0,0, 3, 2545.0,0,0
353,10239,638313, 4, 1567.5,0,0, 4, 1567.5,0,0
354,10239,1291515, 4, 729.0,0,0, 4, 729.0,0,0
355,10239,376849, 156, 928.3653846153846,0,0, 156, 928.3653846153846,0,0
356,10239,1922698, 2, 1341.0,0,0, 2, 1341.0,0,0
357,10239,1922699, 2, 1477.5,0,0, 2, 1477.5,0,0
358,10239,1608440, 2, 1359.0,0,0, 2, 1359.0,0,0
359,10239,1922691, 2, 1278.0,0,0, 2, 1278.0,0,0
360,10239,1922692, 2, 1323.0,0,0, 2, 1323.0,0,0
361,10239,1922693, 2, 2692.5,0,0, 2, 2692.5,0,0
362,10239,1922694, 2, 1404.0,0,0, 2, 1404.0,0,0
363,10239,1922695, 2, 1921.5,0,0, 2, 1921.5,0,0
364,10239,1922696, 2, 1294.5,0,0, 2, 1294.5,0,0
365,10239,1922697, 3, 1228.0,0,0, 3, 1228.0,0,0
366,10239,1507725, 1, 948.0,0,0, 1, 948.0,0,0
367,10239,1923345, 2, 2763.0,0,0, 2, 2763.0,0,0
368,10239,1923344, 2, 2616.0,0,0, 2, 2616.0,0,0
369,10239,1784956, 88, 552.3409090909091,0,0, 87, 558.6781609195402,0,0
370,10239,43141, 5, 3018.0,0,0, 5, 3018.0,0,0
371,10239,1923340, 3, 2798.0,0,0, 3, 2798.0,0,0
372,10239,1923343, 3, 1651.0,0,0, 3, 1651.0,0,0
374,10239,1922434, 2, 3657.0,0,0, 2, 3657.0,0,0
375,10239,1922435, 2, 3766.5,0,0, 2, 3766.5,0,0
376,10239,1922436, 1, 2358.0,0,0, 1, 2358.0,0,0
377,10239,1922437, 2, 1635.0,0,0, 2, 1635.0,0,0
378,10239,1922430, 1, 8739.0,0,0, 1, 8739.0,0,0
379,10239,1805457, 136, 550.1470588235294, 1, 75.0, 136, 550.6911764705883,0,0
380,10239,1922432, 2, 4509.0,0,0, 2, 4509.0,0,0
381,10239,1922433, 4, 1314.0,0,0, 4, 1314.0,0,0
382,10239,1746067, 6, 1499.5,0,0, 6, 1499.5,0,0
383,10239,1746066, 1, 9261.0,0,0, 1, 9261.0,0,0
384,10239,1746065, 1, 19080.0,0,0, 1, 19080.0,0,0
385,10239,1746064, 1, 17706.0,0,0, 1, 17706.0,0,0
386,10239,1922438, 2, 1729.5,0,0, 2, 1729.5,0,0
387,10239,1922439, 1, 2253.0,0,0, 1, 2253.0,0,0
388,10239,1746061, 1, 15528.0,0,0, 1, 15528.0,0,0
389,10239,1746060, 1, 21939.0,0,0, 1, 21939.0,0,0
390,10239,373862, 6, 1778.0, 6, 1922.6666666666667, 6, 1922.6666666666667, 6, 1922.6666666666667
391,10239,157018, 2, 4612.5,0,0, 2, 4612.5,0,0
392,10239,481147, 8, 940.875,0,0, 6, 1979.1666666666667,0,0
393,10239,204440, 168, 857.0535714285714,0,0, 168, 857.0535714285714,0,0
394,10239,10761, 67, 535.4328358208955, 2, 75.5, 70, 549.1285714285714,0,0
395,10239,10760, 63, 653.1904761904761, 5, 1339.6, 60, 707.0666666666667, 5, 1339.6
396,10239,113553, 2, 3283.5,0,0, 2, 3283.5,0,0
397,10239,199361, 5, 869.4,0,0, 5, 869.4,0,0
398,10239,1521390, 3, 747.0,0,0, 3, 747.0,0,0
399,10239,1521391, 2, 843.0,0,0, 2, 843.0,0,0
400,10239,1521392, 3, 1170.0,0,0, 3, 1170.0,0,0
401,10239,1843772, 1, 843.0,0,0, 1, 843.0,0,0
402,10239,197783, 42, 846.9285714285714,0,0, 42, 846.9285714285714,0,0
403,10239,269213, 4, 1816.5,0,0, 4, 1816.5,0,0
404,10239,1224510, 3, 866.0,0,0, 3, 866.0,0,0
406,10239,1429903, 100, 655.05,0,0, 100, 655.05,0,0
408,10239,78395, 4, 612.0,0,0, 4, 612.0,0,0
409,10239,1543199, 47, 776.0425531914893,0,0, 47, 776.0425531914893,0,0
410,10239,1423347, 1, 13908.0,0,0, 1, 13908.0,0,0
411,10239,1105327, 11, 582.8181818181819,0,0, 11, 582.8181818181819,0,0
412,10239,1457322, 1, 6288.0,0,0, 1, 6288.0,0,0
415,10239,663237, 27, 492.44444444444446,0,0, 27, 492.44444444444446,0,0
416,10239,619591, 191, 903.0314136125654,0,0, 191, 903.0314136125654,0,0
417,10239,1144379, 7, 1109.142857142857,0,0, 7, 1109.142857142857,0,0
419,10239,300879, 4, 1692.0,0,0, 4, 1692.0,0,0
420,10239,1592091, 3, 709.0,0,0, 2, 1076.5,0,0
421,10239,1592090, 2, 915.0,0,0, 2, 915.0,0,0
422,10239,1592093, 2, 1039.5,0,0, 2, 1039.5,0,0
423,10239,1592092, 3, 919.0,0,0, 3, 919.0,0,0
424,10239,1592095, 2, 915.0,0,0, 2, 915.0,0,0
425,10239,1592094, 2, 1069.5,0,0, 2, 1069.5,0,0
