taxid,gene,gene_length,exon,exon_length,mRNA,mRNA_length,CDS,CDS_length
198833, 5, 2121.0, 6, 1833.5, 6, 1833.5, 5, 2190.8
1857100, 130, 599.2846153846153,0,0, 130, 599.2846153846153,0,0
520973, 2, 3196.5,0,0, 2, 3196.5,0,0
1132505, 2890, 830.9643598615917, 67, 130.92537313432837, 2941, 819.6467188031282,0,0
1132504, 2790, 828.9250896057348, 67, 130.92537313432837, 2841, 817.2456881379796,0,0
1132506, 2837, 827.4663376806486, 66, 131.75757575757575, 2887, 816.259092483547,0,0
1132501, 2801, 831.4637629418065, 65, 133.69230769230768, 2851, 820.0347246580147,0,0
1132500, 2898, 826.0748792270531, 67, 130.98507462686567, 2949, 814.8738555442523,0,0
1132503, 2880, 827.5965277777777, 67, 130.91044776119404, 2931, 816.2985329239167,0,0
1132502, 2803, 832.8487334998216, 64, 134.640625, 2852, 821.6511220196353,0,0
1132509, 6974, 831.942213937482, 107, 162.26168224299064, 7076, 822.4400791407575,0,0
1907771, 5, 1121.4,0,0, 5, 1121.4,0,0
1922607, 1, 8349.0,0,0, 1, 8349.0,0,0
1922606, 1, 8298.0,0,0, 1, 8298.0,0,0
10708, 55, 647.2363636363636,0,0, 55, 647.2363636363636,0,0
10702, 61, 673.9180327868852,0,0, 61, 674.0655737704918,0,0
57477, 273, 522.3736263736264, 7, 76.85714285714286, 280, 511.23571428571427,0,0
386456, 3235, 831.531684698609, 51, 115.03921568627452, 3283, 821.2138288151082,0,0
10704, 111, 531.5945945945946,0,0, 109, 530.651376146789,0,0
1926511, 1, 7065.0,0,0, 1, 7065.0,0,0
208084, 5, 1126.2,0,0, 5, 1126.2,0,0
1317107, 6, 550.5,0,0, 6, 550.5,0,0
208086, 7, 826.7142857142857,0,0, 6, 965.0,0,0
697227, 253, 643.0553359683795, 3, 72.0, 255, 637.964705882353,0,0
1838063, 67, 656.5522388059702,0,0, 67, 656.5522388059702,0,0
666962, 6, 2029.0, 6, 2058.1666666666665, 6, 2058.1666666666665, 6, 2058.1666666666665
1732064, 59, 629.7966101694915,0,0, 59, 629.7966101694915,0,0
1732063, 156, 723.6923076923077,0,0, 156, 723.6923076923077,0,0
1185654, 2066, 850.268151016457, 68, 144.22058823529412, 2133, 828.1729957805907,0,0
1932360, 3791, 871.1659192825113, 92, 167.8804347826087, 3874, 856.5686628807434,0,0
202568, 6, 552.0,0,0, 6, 552.0,0,0
202566, 2, 4818.0,0,0, 7, 2340.8571428571427,0,0
604354, 1966, 854.40996948118, 54, 165.22222222222223, 2018, 836.8612487611497,0,0
1922368, 1, 12000.0,0,0, 1, 12000.0,0,0
293284, 7, 658.2857142857143,0,0, 7, 658.2857142857143,0,0
1922360, 4, 2236.5,0,0, 4, 2236.5,0,0
1922361, 5, 2028.6,0,0, 5, 2028.6,0,0
1922362, 1, 7065.0,0,0, 1, 7065.0,0,0
762660, 255, 622.7058823529412, 6, 79.83333333333333, 263, 607.7300380228137,0,0
1922365, 6, 1763.5,0,0, 6, 1763.5,0,0
1922366, 4, 2893.5,0,0, 4, 2893.5,0,0
1922367, 3, 3266.0,0,0, 3, 3266.0,0,0
211228, 221889, 258.72748987106166, 260092, 402.74692416529535, 12762, 9153.489578435981, 25937, 14657.29035740448
157072, 105153, 294.0102231985773, 109371, 345.128406981741, 15416, 1845.104242345615, 20816, 2096.3307071483473
1843753, 2, 912.0,0,0, 2, 912.0,0,0
1843752, 2, 910.5,0,0, 2, 910.5,0,0
1843751, 2, 912.0,0,0, 2, 912.0,0,0
1843750, 2, 891.0,0,0, 2, 891.0,0,0
1843757, 2, 922.5,0,0, 2, 922.5,0,0
1843756, 2, 910.5,0,0, 2, 910.5,0,0
390844, 3, 4765.0,0,0, 2, 7147.0,0,0
1843754, 2, 925.5,0,0, 2, 925.5,0,0
435486, 1, 351.0,0,0, 1, 351.0,0,0
1843758, 2, 895.5,0,0, 2, 895.5,0,0
1483724, 6, 1528.0,0,0, 6, 1528.0,0,0
278069, 1, 357.0,0,0, 1, 357.0,0,0
1986478, 3, 602.0,0,0, 2, 959.5,0,0
1986479, 3, 652.0,0,0, 2, 1034.0,0,0
1410331, 45, 786.1333333333333,0,0, 45, 786.1333333333333,0,0
1458706, 87, 576.6551724137931,0,0, 87, 576.6551724137931,0,0
1382995, 3, 1084.0,0,0, 3, 1084.0,0,0
1685743, 2, 915.0,0,0, 2, 915.0,0,0
1986477, 3, 636.0,0,0, 2, 1006.0,0,0
619300, 7036, 1151.4461341671404, 7206, 1428.3384679433805, 5983, 1785.6510111983955, 5983, 1785.6510111983955
1822365, 4, 1728.75,0,0, 4, 1728.75,0,0
1136534, 140, 604.6071428571429,0,0, 140, 604.6071428571429,0,0
1136535, 73, 794.3424657534247, 1, 87.0, 74, 784.7837837837837,0,0
419697, 12, 1897.0,0,0, 12, 1897.0,0,0
1685748, 2, 861.0,0,0, 2, 861.0,0,0
400835, 6, 546.5,0,0, 6, 546.5,0,0
743685, 4, 2533.5,0,0, 4, 2533.5,0,0
291286, 2, 5028.0,0,0, 2, 5028.0,0,0
1187128, 89, 478.4157303370786,0,0, 89, 478.4157303370786,0,0
459290, 34, 444.61764705882354,0,0, 34, 444.61764705882354,0,0
155414, 2, 2484.0,0,0, 2, 2484.0,0,0
272751, 3, 2453.0,0,0, 3, 2453.0,0,0
1785753, 247, 727.3117408906883, 5, 82.0, 247, 727.3117408906883,0,0
871584, 86, 645.6627906976744,0,0, 86, 645.6627906976744,0,0
1087068, 4, 2426.25,0,0, 4, 2426.25,0,0
29760, 247476, 248.40323102038178, 316205, 316.1285969545074, 29963, 6347.356406234356, 41050, 8559.825164433618
157924, 56, 570.8035714285714,0,0, 56, 578.2321428571429,0,0
340921, 1, 10311.0,0,0, 1, 10311.0,0,0
1849544, 1, 7041.0,0,0, 1, 7041.0,0,0
1849545, 1, 6468.0,0,0, 1, 6468.0,0,0
1849542, 2, 4024.5,0,0, 2, 4024.5,0,0
1381753, 104962, 210.2182408871782, 104962, 210.2182408871782, 17910, 1529.0200446677834, 17910, 1529.0200446677834
1564182, 3, 2788.0,0,0, 3, 2788.0,0,0
31234, 157440, 240.41723831300814, 158446, 239.33795741135782, 32429, 2128.9747756637576, 31476, 2190.912822467912
1335626, 12, 3585.25,0,0, 10, 2984.6,0,0
511755, 3, 3357.0,0,0, 1, 6882.0,0,0
938131, 109, 522.6880733944954,0,0, 108, 527.5370370370371,0,0
1720526, 296, 745.4695945945946,0,0, 296, 745.5912162162163,0,0
1698417, 100, 497.46, 1, 73.0, 100, 498.18,0,0
1659220, 1, 7455.0,0,0, 1, 7455.0,0,0
1327776, 81, 574.5555555555555, 3, 73.66666666666667, 83, 563.3614457831326,0,0
393767, 8, 5069.625,0,0, 6, 4624.833333333333,0,0
1327777, 100, 542.28,0,0, 99, 547.7676767676768,0,0
1141526, 59, 698.8983050847457,0,0, 58, 710.9310344827586,0,0
1922933, 2, 6114.0,0,0, 2, 6114.0,0,0
1327773, 93, 537.516129032258,0,0, 92, 543.3478260869565,0,0
1327770, 85, 590.364705882353,0,0, 84, 597.3809523809524,0,0
1327771, 107, 541.2616822429907,0,0, 106, 546.377358490566,0,0
1922818, 3, 1078.0,0,0, 3, 1078.0,0,0
1147158, 59, 635.542372881356,0,0, 59, 635.542372881356,0,0
1147156, 74, 554.472972972973,0,0, 74, 554.472972972973,0,0
1147157, 61, 584.6065573770492,0,0, 61, 584.6065573770492,0,0
1147154, 67, 539.9104477611941,0,0, 67, 539.9104477611941,0,0
1147155, 74, 570.081081081081, 1, 76.0, 75, 563.4933333333333,0,0
1147152, 59, 705.0,0,0, 59, 705.0,0,0
1147153, 66, 574.0,0,0, 66, 574.0,0,0
1147150, 61, 562.0327868852459,0,0, 61, 562.0327868852459,0,0
1147151, 63, 635.0,0,0, 63, 635.0,0,0
1903340, 2, 5476.5,0,0, 2, 5476.5,0,0
1150353, 1, 22176.0,0,0, 1, 22176.0,0,0
304222, 1, 354.0,0,0, 1, 354.0,0,0
1736759, 1, 354.0,0,0, 1, 354.0,0,0
85752, 10, 535.5,0,0, 10, 535.5,0,0
311176, 3, 2078.0,0,0, 3, 2078.0,0,0
1785960, 244, 612.5532786885246, 17, 79.23529411764706, 261, 577.816091954023,0,0
348296, 3, 2861.0,0,0, 3, 2861.0,0,0
1357732, 38, 1000.8157894736842,0,0, 38, 1000.8157894736842,0,0
77020, 9342, 685.6145365018198, 9342, 685.6241704131877, 4202, 1581.5773441218466, 4202, 1581.5773441218466
2309, 1648, 869.7888349514564, 61, 149.7377049180328, 1700, 848.7588235294118,0,0
1655012, 46, 578.804347826087,0,0, 45, 591.6444444444444,0,0
1655015, 46, 587.2826086956521,0,0, 45, 600.3111111111111,0,0
1655014, 45, 599.1333333333333,0,0, 44, 612.7272727272727,0,0
1655017, 46, 588.9782608695652,0,0, 45, 602.0444444444445,0,0
1655016, 47, 579.5106382978723,0,0, 46, 592.0869565217391,0,0
1655019, 46, 585.9782608695652,0,0, 45, 598.9777777777778,0,0
1655018, 45, 595.3333333333334,0,0, 44, 608.8409090909091,0,0
796352, 2, 4783.5,0,0, 2, 4783.5,0,0
1348439, 5, 2131.2,0,0, 5, 2131.2,0,0
11280, 5, 2133.6,0,0, 5, 2133.6,0,0
1245909, 37, 639.6486486486486,0,0, 37, 639.6486486486486,0,0
5851, 13295, 837.3042497179391, 13347, 834.9117404660224, 5157, 2519.3649408570873, 5101, 2542.759458929622
875323, 6, 528.0,0,0, 6, 528.0,0,0
1328029, 197, 694.2791878172588, 24, 75.25, 221, 627.0542986425339,0,0
1732180, 60, 523.9,0,0, 60, 523.9,0,0
222557, 3, 1552.0,0,0, 3, 1552.0,0,0
11757, 8, 1582.125, 3, 3945.0, 7, 2813.5714285714284, 3, 3945.0
43687, 13960, 840.6472063037249, 424, 121.25, 14256, 826.947460718294,0,0
43685, 50, 610.38,0,0, 50, 610.38,0,0
1027232, 5, 3024.6,0,0, 5, 3024.6,0,0
1131483, 4, 1677.0,0,0, 4, 1677.0,0,0
101020, 175592, 248.43872158184882, 225209, 323.0954091532754, 27845, 3281.0881307236486, 31302, 3699.0162289949526
246410, 31128, 416.2860125931637, 32452, 514.593307038087, 9905, 1847.106208985361, 9910, 1881.3986881937437
191460, 6, 506.0,0,0, 6, 506.0,0,0
1056830, 69, 612.3913043478261,0,0, 68, 621.4117647058823,0,0
1056831, 98, 604.6530612244898, 1, 76.0, 98, 605.4183673469388,0,0
1056833, 86, 565.9883720930233,0,0, 85, 572.635294117647,0,0
1647463, 63, 588.952380952381,0,0, 63, 588.952380952381,0,0
1923776, 2, 1155.0,0,0, 2, 1155.0,0,0
1923777, 5, 5422.8,0,0, 4, 6778.25,0,0
1923770, 2, 4168.5,0,0, 2, 4168.5,0,0
1923771, 2, 3514.5,0,0, 2, 3514.5,0,0
1923772, 5, 2191.2,0,0, 5, 2191.2,0,0
1923773, 2, 3549.0,0,0, 2, 3549.0,0,0
143995, 214580, 252.83091620840713, 251582, 377.44973805757166, 11848, 15641.850270087778, 26024, 20520.57681371042
1923778, 1, 9342.0,0,0, 1, 9342.0,0,0
1923779, 2, 3168.0,0,0, 2, 3168.0,0,0
1647465, 47, 664.1489361702128,0,0, 47, 664.1489361702128,0,0
1923493, 6, 1731.5,0,0, 5, 2077.4,0,0
909330, 7, 1051.7142857142858,0,0, 7, 1051.7142857142858,0,0
909331, 7, 1016.1428571428571,0,0, 7, 1016.1428571428571,0,0
1923360, 2, 1644.0,0,0, 2, 1644.0,0,0
1692263, 2, 633.0,0,0, 2, 633.0,0,0
1692262, 2, 544.5,0,0, 2, 544.5,0,0
1692261, 2, 865.5,0,0, 2, 865.5,0,0
1692260, 2, 979.5,0,0, 2, 979.5,0,0
1923495, 4, 2792.25,0,0, 4, 2792.25,0,0
138184, 73, 1417.849315068493,0,0, 70, 1527.0428571428572,0,0
1923494, 4, 2934.0,0,0, 4, 2934.0,0,0
10390, 92, 1447.5, 2, 442.5, 87, 2482.3333333333335,0,0
347962, 53, 638.1509433962265,0,0, 53, 638.1509433962265,0,0
325111, 6, 522.0,0,0, 6, 522.0,0,0
655844, 30270, 569.7115956392468, 30270, 569.7115956392468, 11688, 1614.599589322382, 11688, 1614.599589322382
10397, 160, 1100.1375,0,0, 158, 1141.3037974683543,0,0
10398, 85, 1237.764705882353,0,0, 73, 1554.0821917808219,0,0
1923496, 6, 1618.5,0,0, 6, 1618.5,0,0
7213, 143878, 363.7195888183044, 165896, 447.90014828567297, 14081, 17325.08010794688, 22769, 28812.858228292855
998086, 375, 731.056, 5, 82.6, 381, 732.7270341207349,0,0
7217, 114015, 377.2323992457133, 128714, 431.1013176499837, 15807, 6112.996394002657, 21191, 10443.614789297344
12227, 2, 4731.0, 1, 9494.0, 2, 4895.5, 1, 9494.0
12224, 2, 4716.0,0,0, 2, 4716.0,0,0
12222, 2, 4714.5,0,0, 2, 4714.5,0,0
523850, 1972, 853.5542596348885, 54, 166.77777777777777, 2024, 836.1205533596838,0,0
12228, 2, 4672.5,0,0, 2, 4672.5,0,0
290030, 6, 559.0,0,0, 6, 559.0,0,0
484895, 68, 606.2647058823529,0,0, 68, 606.2647058823529,0,0
484896, 54, 744.5,0,0, 54, 744.5,0,0
944995, 1, 855.0,0,0, 1, 855.0,0,0
944994, 6, 563.0,0,0, 6, 563.0,0,0
10570, 8, 883.5,0,0, 8, 883.5,0,0
1481139, 6, 2037.5,0,0, 6, 2037.5,0,0
123735, 6, 552.0,0,0, 6, 552.0,0,0
67593, 62858, 479.449791593751, 64764, 485.6671607683281, 28142, 1338.3824177386114, 26489, 1417.0649703650572
1114179, 72, 600.2916666666666,0,0, 86, 502.8953488372093,0,0
1460374, 2, 2382.0,0,0, 2, 2382.0,0,0
7668, 303102, 196.24248932702523, 333463, 280.65432446778203, 32275, 14394.001549186676, 35795, 19567.940997346
1173135, 87, 540.8620689655172, 1, 72.0, 88, 535.5340909090909,0,0
1354746, 1850, 1053.0162162162162, 1909, 1025.0665269774752, 1879, 1041.9302820649282, 1820, 1070.8873626373627
1120755, 14552, 678.2921247938427, 15791, 669.7700588943069, 5776, 2184.6116689750693, 5716, 2201.23355493352
697192,0,0,0,0,0,0,0,0
1647311, 147, 484.9795918367347, 2, 78.5, 149, 479.5234899328859,0,0
333765, 7, 754.2857142857143,0,0, 7, 754.2857142857143,0,0
1647313, 101, 568.009900990099,0,0, 100, 573.68,0,0
1141625, 3, 2249.0,0,0, 3, 2249.0,0,0
333760, 11, 676.9090909090909,0,0, 8, 1221.25,0,0
333762, 6, 1124.0,0,0, 6, 1124.0,0,0
333763, 6, 1133.5,0,0, 6, 1133.5,0,0
326574, 56, 534.8571428571429,0,0, 56, 534.8571428571429,0,0
333769, 7, 1008.4285714285714,0,0, 7, 1008.4285714285714,0,0
648017, 65, 559.1076923076923,0,0, 65, 559.1076923076923,0,0
138982, 6, 1287.5,0,0, 6, 1287.5,0,0
68347, 193, 959.098445595855,0,0, 193, 959.098445595855,0,0
679716, 9936, 1338.9888285024156, 10003, 1330.6142157352795, 9930, 1347.1442094662639, 9822, 1354.8273264100999
1385427, 13, 3384.923076923077,0,0, 12, 3666.9166666666665,0,0
981323, 57, 721.1052631578947,0,0, 57, 721.1052631578947,0,0
461711, 51, 602.3529411764706,0,0, 57, 715.0701754385965,0,0
1814958, 49, 618.0,0,0, 50, 607.92,0,0
47680, 42, 783.9761904761905,0,0, 36, 1147.0555555555557,0,0
47681, 1, 6549.0,0,0, 1, 6549.0,0,0
28358, 54, 708.5555555555555,0,0, 54, 708.5555555555555,0,0
491893, 31, 1057.0645161290322,0,0, 31, 1057.0645161290322,0,0
28355, 8, 1591.5,0,0, 9, 1590.3333333333333,0,0
1579460, 130, 1007.8153846153846,0,0, 130, 1007.8153846153846,0,0
1814957, 49, 616.0408163265306,0,0, 50, 606.0,0,0
28350, 6, 555.0,0,0, 6, 555.0,0,0
1580092, 2099, 766.3444497379704, 52, 160.82692307692307, 2145, 753.8811188811189,0,0
446529, 77, 549.5454545454545,0,0, 77, 549.5454545454545,0,0
330779, 2278, 855.3854258121158, 72, 123.625, 2331, 839.9249249249249,0,0
79700, 170, 1165.0411764705882,0,0, 167, 1198.9161676646706,0,0
1486413, 177, 644.0677966101695, 9, 74.55555555555556, 186, 616.510752688172,0,0
361731, 6, 713.5,0,0, 6, 713.5,0,0
935473, 8, 624.0,0,0, 9, 586.3333333333334,0,0
369752, 1, 9159.0,0,0, 1, 9159.0,0,0
1571533, 5, 576.6,0,0, 4, 773.0,0,0
439386, 2931, 824.9696349368816, 70, 127.37142857142857, 2984, 813.4175603217158,0,0
1511807, 1, 7407.0,0,0, 1, 7407.0,0,0
374005, 1, 10290.0,0,0, 1, 10290.0,0,0
1823757, 16, 1568.25,0,0, 14, 1792.0714285714287,0,0
213775, 49, 508.3469387755102,0,0, 49, 508.3469387755102,0,0
756282, 104, 631.7019230769231,0,0, 105, 659.9809523809524,0,0
756280, 59, 724.3728813559322,0,0, 59, 724.3728813559322,0,0
1237364, 62, 230.32258064516128,0,0, 62, 230.32258064516128,0,0
1273754, 105, 589.3714285714286, 1, 73.0, 106, 584.5,0,0
1273755, 124, 541.9354838709677, 4, 75.0, 128, 527.34375,0,0
1273752, 73, 469.06849315068496,0,0, 73, 469.06849315068496,0,0
1273753, 118, 592.6779661016949, 4, 73.75, 122, 575.6639344262295,0,0
1273750, 74, 634.0540540540541,0,0, 74, 634.0540540540541,0,0
1273751, 88, 574.3977272727273,0,0, 88, 574.3977272727273,0,0
244310, 71, 630.4225352112676,0,0, 71, 630.4225352112676,0,0
11569, 8, 1366.5, 3, 572.0, 7, 1573.142857142857, 2, 898.0
109270, 5, 1968.6,0,0, 5, 1968.6,0,0
1168563, 47, 644.8723404255319,0,0, 46, 658.8695652173913,0,0
1685768, 2, 745.5,0,0, 2, 745.5,0,0
1685769, 2, 975.0,0,0, 2, 975.0,0,0
1685766, 2, 1245.0,0,0, 2, 1245.0,0,0
1685767, 2, 1153.5,0,0, 2, 1153.5,0,0
1685764, 2, 837.0,0,0, 2, 837.0,0,0
1685765, 2, 687.0,0,0, 2, 687.0,0,0
1458726, 97, 506.69072164948454, 1, 79.0, 97, 507.49484536082474,0,0
1685763, 2, 865.5,0,0, 2, 865.5,0,0
1458724, 98, 490.40816326530614,0,0, 98, 490.40816326530614,0,0
1458725, 98, 659.295918367347,0,0, 98, 659.295918367347,0,0
1923169, 3, 1104.0,0,0, 3, 1104.0,0,0
1923168, 1, 8436.0,0,0, 1, 8436.0,0,0
1755753, 1, 2928.0,0,0, 1, 2928.0,0,0
1755752, 2, 3003.0,0,0, 2, 3003.0,0,0
1755754, 3, 1105.0,0,0, 3, 1105.0,0,0
1394141, 8, 1035.375,0,0, 8, 1035.375,0,0
1923161, 4, 2104.5,0,0, 4, 2104.5,0,0
1923160, 3, 3329.0,0,0, 3, 3329.0,0,0
1923163, 2, 4351.5,0,0, 2, 4351.5,0,0
1923162, 2, 4288.5,0,0, 2, 4288.5,0,0
1923165, 1, 5721.0,0,0, 1, 5721.0,0,0
1923164, 2, 4293.0,0,0, 2, 4293.0,0,0
1923167, 5, 2057.4,0,0, 3, 3429.3333333333335,0,0
1923166, 5, 1913.4,0,0, 3, 3188.3333333333335,0,0
1698357, 106, 548.2358490566038,0,0, 105, 553.4666666666667,0,0
1698356, 102, 530.1764705882352,0,0, 101, 535.4356435643564,0,0
1698358, 79, 589.4050632911392,0,0, 78, 596.974358974359,0,0
222078, 6, 557.0,0,0, 6, 557.0,0,0
1465639, 48, 751.6875,0,0, 48, 751.6875,0,0
1923765, 3, 1749.0,0,0, 3, 1749.0,0,0
1916650, 2, 4225.5,0,0, 2, 4225.5,0,0
1923760, 3, 3702.0,0,0, 3, 3702.0,0,0
1411887, 20, 742.2,0,0, 20, 742.2,0,0
1936269, 1, 9066.0,0,0, 1, 9066.0,0,0
12038, 8, 867.375,0,0, 7, 991.1428571428571,0,0
1458187, 6, 332.5,0,0, 6, 332.5,0,0
535722, 28088, 455.66857732839645, 28209, 455.45067177142045, 9029, 1603.0722117620999, 8921, 1619.2545678735569
307677, 3, 2545.0,0,0, 3, 2545.0,0,0
638313, 4, 1567.5,0,0, 4, 1567.5,0,0
1291515, 4, 729.0,0,0, 4, 729.0,0,0
376849, 156, 928.3653846153846,0,0, 156, 928.3653846153846,0,0
1922698, 2, 1341.0,0,0, 2, 1341.0,0,0
1922699, 2, 1477.5,0,0, 2, 1477.5,0,0
1608440, 2, 1359.0,0,0, 2, 1359.0,0,0
1922691, 2, 1278.0,0,0, 2, 1278.0,0,0
1922692, 2, 1323.0,0,0, 2, 1323.0,0,0
1922693, 2, 2692.5,0,0, 2, 2692.5,0,0
1922694, 2, 1404.0,0,0, 2, 1404.0,0,0
1922695, 2, 1921.5,0,0, 2, 1921.5,0,0
1922696, 2, 1294.5,0,0, 2, 1294.5,0,0
1922697, 3, 1228.0,0,0, 3, 1228.0,0,0
1507725, 1, 948.0,0,0, 1, 948.0,0,0
1923345, 2, 2763.0,0,0, 2, 2763.0,0,0
1923344, 2, 2616.0,0,0, 2, 2616.0,0,0
1784956, 88, 552.3409090909091,0,0, 87, 558.6781609195402,0,0
43141, 5, 3018.0,0,0, 5, 3018.0,0,0
1923340, 3, 2798.0,0,0, 3, 2798.0,0,0
1923343, 3, 1651.0,0,0, 3, 1651.0,0,0
1178016, 1864, 1045.9603004291846, 1916, 1019.7087682672234, 1883, 1038.1290493892725, 1831, 1065.3391589295468
1922434, 2, 3657.0,0,0, 2, 3657.0,0,0
1922435, 2, 3766.5,0,0, 2, 3766.5,0,0
1922436, 1, 2358.0,0,0, 1, 2358.0,0,0
1922437, 2, 1635.0,0,0, 2, 1635.0,0,0
1922430, 1, 8739.0,0,0, 1, 8739.0,0,0
1805457, 136, 550.1470588235294, 1, 75.0, 136, 550.6911764705883,0,0
1922432, 2, 4509.0,0,0, 2, 4509.0,0,0
1922433, 4, 1314.0,0,0, 4, 1314.0,0,0
1746067, 6, 1499.5,0,0, 6, 1499.5,0,0
1746066, 1, 9261.0,0,0, 1, 9261.0,0,0
1746065, 1, 19080.0,0,0, 1, 19080.0,0,0
1746064, 1, 17706.0,0,0, 1, 17706.0,0,0
1922438, 2, 1729.5,0,0, 2, 1729.5,0,0
1922439, 1, 2253.0,0,0, 1, 2253.0,0,0
1746061, 1, 15528.0,0,0, 1, 15528.0,0,0
1746060, 1, 21939.0,0,0, 1, 21939.0,0,0
373862, 6, 1778.0, 6, 1922.6666666666667, 6, 1922.6666666666667, 6, 1922.6666666666667
157018, 2, 4612.5,0,0, 2, 4612.5,0,0
481147, 8, 940.875,0,0, 6, 1979.1666666666667,0,0
204440, 168, 857.0535714285714,0,0, 168, 857.0535714285714,0,0
10761, 67, 535.4328358208955, 2, 75.5, 70, 549.1285714285714,0,0
10760, 63, 653.1904761904761, 5, 1339.6, 60, 707.0666666666667, 5, 1339.6
113553, 2, 3283.5,0,0, 2, 3283.5,0,0
199361, 5, 869.4,0,0, 5, 869.4,0,0
1521390, 3, 747.0,0,0, 3, 747.0,0,0
1521391, 2, 843.0,0,0, 2, 843.0,0,0
1521392, 3, 1170.0,0,0, 3, 1170.0,0,0
1843772, 1, 843.0,0,0, 1, 843.0,0,0
197783, 42, 846.9285714285714,0,0, 42, 846.9285714285714,0,0
269213, 4, 1816.5,0,0, 4, 1816.5,0,0
1224510, 3, 866.0,0,0, 3, 866.0,0,0
931277, 3021, 857.0923535253228, 49, 174.6530612244898, 3069, 846.4916911045943,0,0
1429903, 100, 655.05,0,0, 100, 655.05,0,0
441921, 117363, 251.40217956255378, 124503, 287.4283029324595, 11970, 8417.045029239765, 15991, 10229.274404352449
78395, 4, 612.0,0,0, 4, 612.0,0,0
1543199, 47, 776.0425531914893,0,0, 47, 776.0425531914893,0,0
1423347, 1, 13908.0,0,0, 1, 13908.0,0,0
1105327, 11, 582.8181818181819,0,0, 11, 582.8181818181819,0,0
