name,taxid
Thermosulfidibacter,412592
Hydrogenothermaceae,224027
Sulfurihydrogenibium,212790
Persephonella,182899
Desulfurobacteriales,1485951
Desulfurobacteriaceae,558314
Thermovibrio,171868
Desulfurobacterium,64159
Synergistetes,508458
Synergistia,649775
Synergistales,649776
Synergistaceae,649777
Thermanaerovibrio,81461
Synergistes,2753
Cloacibacillus,508459
Aminiphilus,290731
Jonquetella,428711
Dethiosulfovibrio,47054
Aminobacterium,81466
Acetomicrobium,49894
Thermovirga,336260
Aminomonas,81411
Pyramidobacter,638847
Acidobacteria,57723
Thermoanaerobaculum,1434048
Acidobacteriia,204432
Acidobacteriales,204433
Acidobacteriaceae,204434
Terriglobus,392733
Granulicella,940557
Acidobacterium,33973
Candidatus Koribacter,658061
Edaphobacter,388463
Terracidiphilus,1768185
Silvibacterium,1775468
Holophagae,533205
Holophagales,574975
Holophagaceae,574976
Geothrix,44675
Holophaga,35838
Solibacteres,332159
Solibacterales,332160
Bryobacteraceae,1962910
Bryobacter,911113
Solibacteraceae,332161
Candidatus Solibacter,332162
Blastocatellia,1562566
Pyrinomonas,1562565
Chloracidobacterium,458032
Candidatus Saccharibacteria,95818
Haloplasmatales,471822
Haloplasmataceae,471823
Haloplasma,471824
Thermotogae,200918
Thermotogae,188708
Thermotogales,2419
Thermotogaceae,188709
Thermotoga,2335
Pseudothermotoga,1643951
Fervidobacteriaceae,1643950
Thermosipho,2420
Fervidobacterium,2422
Kosmotogales,1643946
Kosmotogaceae,1643948
Mesotoga,1184396
Kosmotoga,651456
Petrotogales,1643947
Petrotoga,28236
Marinitoga,160798
Defluviitoga,1511648
Mesoaciditogales,1769716
Mesoaciditogaceae,1769717
Mesoaciditoga,1495038
Deferribacteres,200930
Deferribacteres,68337
Deferribacterales,191393
Deferribacteraceae,191394
Flexistipes,2351
Calditerrivibrio,545865
Geovibrio,46200
Deferribacter,53572
Mucispirillum,248038
Denitrovibrio,117999
Balneolaeota,1936987
Balneolia,1853221
Balneolales,1853223
Balneolaceae,1813606
Rhodohalobacter,1974209
Balneola,455358
Aliifodinibius,1397107
Gracilimonas,649462
Nitrospinae,1293497
Nitrospinia,1293498
Nitrospinales,1293499
Nitrospinaceae,407032
Nitrospina,35800
Chrysiogenetes,200938
Chrysiogenetes,118001
Chrysiogenales,189769
Chrysiogenaceae,189770
Desulfurispirillum,393029
Chrysiogenes,118004
Elusimicrobia,74152
Elusimicrobia,641853
Elusimicrobiales,641854
Elusimicrobiaceae,641876
Elusimicrobium,423604
Endomicrobia,447830
Endomicrobiales,1783344
Endomicrobiaceae,1783343
Endomicrobium,1408194
Caldiserica,67814
Caldisericia,693071
Caldisericales,693072
Caldisericaceae,693073
Caldisericum,693074
Calditrichaeota,1930617
Calditrichae,1962850
Calditrichales,1962852
Calditrichaceae,1962854
Caldithrix,187144
Fungi,4751
Ascomycota,4890
Sordariomycetes,147550
Xylariales,37989
Sporocadaceae,1812776
Pestalotiopsis,37840
Diatrypaceae,42364
Eutypa,97095
Hypocreales,5125
Cordycipitaceae,474943
Beauveria,5581
Isaria,72232
Cordyceps,45234
Clavicipitaceae,34397
Metarhizium,5529
Pochonia,243023
Ophiocordycipitaceae,474942
Purpureocillium,1052105
Nectriaceae,110618
Fusarium,5506
Hypocreaceae,5129
Trichoderma,5543
Glomerellales,1028384
Plectosphaerellaceae,1033978
Verticillium,1036719
Glomerellaceae,681950
Colletotrichum,5455
Microascales,5592
Microascaceae,5593
Scedosporium,41687
Ophiostomatales,5151
Ophiostomataceae,5152
Grosmannia,360145
Sporothrix,29907
Sordariales,5139
Sordariaceae,5148
Neurospora,5140
Sordaria,5146
Lasiosphaeriaceae,42302
Podospora,5144
Chaetomiaceae,35718
Chaetomium,5149
Thielavia,35719
Thermothelomyces,1920207
Magnaporthales,639021
Magnaporthaceae,81093
Magnaporthe,148303
Gaeumannomyces,29849
Togniniales,1775898
Togniniaceae,1756146
Phaeoacremonium,65412
Leotiomycetes,147548
Pseudeurotiaceae,34379
Pseudogymnoascus,78156
Helotiales,5178
Sclerotiniaceae,28983
Sclerotinia,5179
Botrytis,33196
Helotiaceae,5181
Glarea,101851
Phialocephala,150173
Dermateaceae,76657
Marssonina,324777
Dothideomycetes,147541
Capnodiales,134362
Mycosphaerellaceae,93133
Pseudocercospora,131324
Sphaerulina,237179
Zymoseptoria,1047167
Teratosphaeriaceae,668547
Baudoinia,483074
Dothideales,5014
Saccotheciaceae,1570301
Aureobasidium,5579
Pleosporales,92860
Pleosporaceae,28556
Bipolaris,33194
Pyrenophora,5027
Alternaria,5598
Setosphaeria,39952
Phaeosphaeriaceae,5020
Parastagonospora,1351751
Leptosphaeriaceae,34374
Leptosphaeria,5021
Didymosphaeriaceae,221678
Paraphaeosphaeria,125369
Botryosphaeriales,451869
Botryosphaeriaceae,45131
Neofusicoccum,407951
Diplodia,66735
Venturiales,1111111
Sympoventuriaceae,1111112
Verruconis,1494215
Coniosporium,1955842
Eurotiomycetes,147545
Chaetothyriales,34395
Herpotrichiellaceae,43219
Fonsecaea,40354
Rhinocladiella,5587
Cladophialophora,82105
Capronia,43220
Exophiala,5583
Phialophora,5600
Cyphellophoraceae,1341112
Cyphellophora,226991
Verrucariales,146291
Verrucariaceae,146292
Endocarpon,364710
Eurotiales,5042
Aspergillaceae,1131492
Aspergillus,5052
Penicillium,5073
Trichocomaceae,28568
Talaromyces,5094
Rasamsonia,1132856
Onygenales,33183
Ajellomycetaceae,299071
Histoplasma,5036
Blastomyces,229219
Coccidioides,5500
Paracoccidioides,38946
Arthrodermataceae,34384
Trichophyton,5550
Nannizzia,1915381
Microsporum,34392
Onygenaceae,33184
Uncinocarpus,33187
Xylonomycetes,1217819
Xylonomycetales,1217820
Xylonomycetaceae,1217822
Xylona,1217823
Pezizomycetes,147549
Pezizales,5185
Tuberaceae,40289
Tuber,36048
Orbiliomycetes,189478
Orbiliales,189479
Orbiliaceae,47021
Arthrobotrys,13348
Dactylellina,314122
Saccharomycetes,4891
Saccharomycetales,4892
Saccharomycetaceae,4893
Kluyveromyces,4910
Saccharomyces,4930
Torulaspora,4948
Nakaseomyces,374468
Eremothecium,33170
Naumovozyma,278028
Tetrapisispora,113604
Kazachstania,71245
Zygosaccharomyces,4953
Lachancea,300275
Vanderwaltozyma,374469
Phaffomycetaceae,115784
Cyberlindnera,604195
Wickerhamomyces,599737
Komagataella,460517
Pichiaceae,1156497
Pichia,4919
Ogataea,461281
Dipodascaceae,34353
Yarrowia,4951
Debaryomycetaceae,766764
Debaryomyces,4958
Candida,1535326
Lodderomyces,36913
Spathaspora,412764
Scheffersomyces,766733
Meyerozyma,766728
Yamadazyma,766765
Babjeviella,766748
Hyphopichia,507510
Trichomonascaceae,410830
Sugiyamaella,410829
Metschnikowiaceae,27319
Metschnikowia,27320
Clavispora,36910
Ascoideaceae,44277
Ascoidea,27308
Pneumocystidomycetes,147553
Pneumocystidales,37987
Pneumocystidaceae,44281
Pneumocystis,4753
Schizosaccharomycetes,147554
Schizosaccharomycetales,34346
Schizosaccharomycetaceae,4894
Schizosaccharomyces,4895
Saitoella,5605
Basidiomycota,5204
Agaricomycetes,155619
Corticiales,452338
Punctulariaceae,908827
Punctularia,133746
Polyporales,5303
Phanerochaetaceae,396331
Phanerochaete,5305
Polyporaceae,5317
Fibroporia,599838
Dichomitus,114154
Trametes,5324
Postia,83235
Auriculariales,5226
Auriculariaceae,5227
Auricularia,5230
Russulales,452342
Stereaceae,103376
Stereum,5644
Bondarzewiaceae,40420
Heterobasidion,13562
Hymenochaetales,139380
Hymenochaetaceae,40424
Fomitiporia,167346
Gloeophyllales,452339
Gloeophyllaceae,452340
Gloeophyllum,40443
Agaricales,5338
Schizophyllaceae,5332
Schizophyllum,5333
Agaricaceae,5339
Agaricus,5340
Psathyrellaceae,184208
Coprinopsis,184431
Tricholomataceae,5351
Laccaria,29882
Marasmiaceae,654128
Moniliophthora,221102
Boletales,68889
Serpulaceae,389951
Serpula,80744
Coniophoraceae,80634
Coniophora,80635
Tremellomycetes,155616
Trichosporonales,1851469
Trichosporonaceae,1759442
Cutaneotrichosporon,1838142
Trichosporon,5552
Tremellales,5234
Cryptococcaceae,1884633
Cryptococcus,5206
Tsuchiyaea,5618
Kwoniella,490731
Tremellaceae,5215
Tremella,105767
Wallemiomycetes,431957
Wallemiales,431958
Wallemia,148959
Ustilaginomycetes,5257
Ustilaginales,5267
Ustilaginaceae,5268
Ustilago,5269
Kalmanozyma,1804794
Moesziomyces,63261
Pseudozyma,63298
Anthracocystis,1392992
Exobasidiomycetes,452283
Georgefischeriales,62913
Tilletiariaceae,62919
Tilletiaria,5280
Malasseziomycetes,1538075
Malasseziales,162474
Malasseziaceae,742845
Malassezia,55193
Pucciniomycetes,162484
Pucciniales,5258
Melampsoraceae,5259
Melampsora,5260
Pucciniaceae,5262
Puccinia,5296
Microbotryomycetes,162481
Sporidiobolales,231213
Sporidiobolaceae,1799696
Rhodotorula,5533
Mixiomycetes,432025
Mixiales,432026
Mixiaceae,165795
Mixia,34348
Chytridiomycota,4761
Chytridiomycetes,451435
Spizellomycetales,34478
Spizellomycetaceae,34479
Spizellomyces,4815
Rhizophydiales,451442
Batrachochytrium,100474
Mucoromycota,1913637
Mucorales,4827
Phycomycetaceae,1344966
Phycomyces,4836
Microsporidia,6029
Unikaryonidae,36734
Encephalitozoon,6033
Enterocytozoonidae,27970
Enterocytozoon,27971
Nosematidae,27974
Nosema,27977
Vittaforma,42398
Pleistophoridae,35232
Vavraia,35235
Ordosporidae,174683
Ordospora,174684
Mitosporidium,1633384
Nematocida,586132
Metazoa,33208
Arthropoda,6656
Insecta,50557
Hemiptera,7524
Aphididae,27482
Acyrthosiphon,7028
Diuraphis,143947
Aleyrodidae,7036
Bemisia,7037
Psyllidae,30092
Diaphorina,121844
Pentatomidae,160513
Halyomorpha,286705
Cimicidae,30078
Cimex,30079
Phthiraptera,85819
Pediculidae,121221
Pediculus,121222
Coleoptera,7041
Curculionidae,7042
Dendroctonus,77156
Tenebrionidae,7065
Tribolium,7069
Cerambycidae,34667
Anoplophora,157304
Nitidulidae,116151
Aethina,116152
Silphidae,57514
Nicrophorus,57515
Buprestidae,50527
Agrilus,195164
Lepidoptera,7088
Bombycidae,7089
Bombyx,7090
Pyralidae,7135
Amyelois,680682
Papilionidae,7143
Papilio,7145
Plutellidae,51653
Plutella,51654
Diptera,7147
Culicidae,7157
Aedes,7158
Culex,7174
Anopheles,7164
Tephritidae,7211
Ceratitis,7212
Zeugodacus,47833
Bactrocera,27456
Rhagoletis,28609
Drosophilidae,7214
Drosophila,7215
Muscidae,7366
Musca,7369
Stomoxys,35569
Hymenoptera,7399
Braconidae,7402
Microplitis,51538
Fopius,58738
Diachasma,454922
Pteromalidae,7423
Nasonia,7424
Trichogrammatidae,7489
Trichogramma,7490
Encyrtidae,29051
Copidosoma,29052
Agaonidae,75187
Ceratosolen,84507
Vespidae,7438
Polistes,7456
Formicidae,36668
Camponotus,13390
Harpegnathos,604375
Dinoponera,369122
Atta,12956
Cyphomyrmex,34699
Trachymyrmex,34717
Acromyrmex,64782
Wasmannia,64792
Solenopsis,13685
Monomorium,55077
Vollenhovia,369248
Pogonomyrmex,144030
Linepithema,83484
Pseudomyrmex,56621
Ooceraea,2015172
Apidae,7458
Apis,7459
Habropoda,117248
Bombus,28641
Eufriesea,28644
Ceratina,78173
Megachilidae,124286
Megachile,132116
Halictidae,77572
Dufourea,178032
Diprionidae,52632
Neodiprion,270857
Tenthredinidae,27532
Athalia,37343
Cephidae,27524
Cephus,173784
Orussidae,27528
Orussus,27529
Malacostraca,6681
Amphipoda,6821
Hyalellidae,199477
Hyalella,199487
Merostomata,6844
Xiphosura,6845
Limulidae,6846
Limulus,6849
Arachnida,6854
Araneae,6893
Theridiidae,34643
Parasteatoda,449632
Ixodida,6935
Ixodidae,6939
Ixodes,6944
Mesostigmata,34634
Phytoseiidae,34636
Galendromus,1933192
Trombidiformes,83136
Tetranychidae,32262
Tetranychus,32263
Nematoda,6231
Chromadorea,119089
Rhabditida,6236
Rhabditidae,6243
Caenorhabditis,6237
Ancylostomatidae,33278
Necator,51030
Spirurida,6274
Onchocercidae,6296
Brugia,6278
Loa,7208
Enoplea,119088
Trichocephalida,6329
Trichinellidae,6332
Trichinella,6333
Priapulida,33467
Priapulidae,37891
Priapulus,37847
Annelida,6340
Clitellata,42113
Rhynchobdellida,6406
Glossiphoniidae,6407
Helobdella,6411
Mollusca,6447
Gastropoda,6448
Aplysiidae,6498
Aplysia,6499
Planorbidae,6524
Biomphalaria,6525
Lottiidae,69676
Lottia,72691
Bivalvia,6544
Ostreoida,6562
Ostreidae,6563
Crassostrea,6564
Cephalopoda,6605
Octopoda,6638
Octopodidae,6647
Octopus,6643
Brachiopoda,7568
Lingulata,115361
Lingulida,7570
Lingulidae,33491
Lingula,7571
Echinodermata,7586
Echinoidea,7625
Echinoida,7675
Strongylocentrotidae,31181
Strongylocentrotus,7664
Chordata,7711
Ascidiacea,7713
Enterogona,183770
Cionidae,7717
Ciona,7718
Branchiostomidae,7736
Branchiostoma,7737
Hemichordata,10219
Enteropneusta,10220
Harrimaniidae,10221
Saccoglossus,10222
Platyhelminthes,6157
Trematoda,6178
Strigeidida,6180
Schistosomatidae,31245
Schistosoma,6181
Opisthorchiida,6193
Opisthorchiidae,6196
Opisthorchis,6197
Cnidaria,6073
Hydrozoa,6074
Anthoathecata,406427
Hydridae,6080
Hydra,6083
Anthozoa,6101
Actiniaria,6103
Aiptasiidae,42823
Exaiptasia,1720308
Edwardsiidae,45349
Nematostella,45350
Scleractinia,6125
Acroporidae,6126
Acropora,6127
Merulinidae,46736
Orbicella,1920453
Porifera,6040
Demospongiae,6042
Haplosclerida,6049
Niphatidae,178475
Amphimedon,178513
Placozoa,10226
Trichoplax,10227
Ichthyosporea,127916
Ichthyophonida,198625
Sphaeroforma,72018
Capsaspora,192874
Choanoflagellida,28009
Salpingoecidae,81529
Salpingoeca,86017
Monosiga,81525
Fonticula,691882
Viridiplantae,33090
Streptophyta,35493
Sapindales,41937
Rutaceae,23513
Citrus,2706
Malvales,41938
Malvaceae,3629
Gossypium,3633
Theobroma,3640
Herrania,108869
Brassicales,3699
Brassicaceae,3700
Arabidopsis,3701
Capsella,3718
Camelina,71323
Brassica,3705
Raphanus,3725
Eutrema,98005
Cleomaceae,301454
Tarenaya,1168313
Myrtales,41944
Myrtaceae,3931
Eucalyptus,3932
Rosales,3744
Moraceae,3487
Morus,3497
Rhamnaceae,3608
Ziziphus,72171
Rosaceae,3745
Fragaria,3746
Malus,3749
Pyrus,3766
Prunus,3754
Fagales,3502
Juglandaceae,16714
Juglans,16718
Malpighiales,3646
Salicaceae,3688
Populus,3689
Euphorbiaceae,3977
Ricinus,3987
Jatropha,3995
Cucurbitales,71239
Cucurbitaceae,3650
Cucumis,3655
Fabales,72025
Fabaceae,3803
Arachis,3817
Cajanus,3820
Glycine,3846
Phaseolus,3883
Vigna,3913
Cicer,3826
Lupinus,3869
Medicago,3877
Vitales,403667
Vitaceae,3602
Vitis,3603
Caryophyllales,3524
Chenopodiaceae,1804623
Beta,3554
Apiales,4036
Apiaceae,4037
Daucus,4038
Solanales,4069
Solanaceae,4070
Capsicum,4071
Solanum,4107
Nicotiana,4085
Convolvulaceae,4118
Ipomoea,4119
Lamiales,4143
Phrymaceae,41399
Erythranthe,1502711
Pedaliaceae,4180
Sesamum,4181
Proteales,232378
Nelumbonaceae,4429
Nelumbo,4430
Liliopsida,4447
Poales,38820
Poaceae,4479
Aegilops,4480
Brachypodium,15367
Oryza,4527
Setaria,4554
Sorghum,4557
Zea,4575
Bromeliaceae,4613
Ananas,4614
Arecales,40551
Arecaceae,4710
Phoenix,4719
Elaeis,51952
Zingiberales,4618
Musaceae,4637
Musa,4640
Asparagales,73496
Asparagaceae,40552
Asparagus,4685
Orchidaceae,4747
Dendrobium,37818
Phalaenopsis,36459
Amborellales,261009
Amborellaceae,22097
Amborella,13332
Lycopodiopsida,1521260
Selaginellales,3244
Selaginellaceae,3245
Selaginella,3246
Bryopsida,3214
Funariales,3215
Funariaceae,3216
Physcomitrella,3217
Chlorophyta,3041
Chlorophyceae,3166
Chlamydomonadales,3042
Chlamydomonadaceae,3051
Chlamydomonas,3052
Volvocaceae,3065
Volvox,3066
Sphaeropleales,35491
Selenastraceae,35466
Monoraphidium,34111
Trebouxiophyceae,75966
Chlorellales,35460
Chlorellaceae,35461
Auxenochlorella,191392
Chlorella,3071
Coccomyxaceae,35472
Coccomyxa,41891
Mamiellophyceae,1035538
Mamiellales,13792
Mamiellaceae,41873
Micromonas,38832
Bathycoccaceae,1525212
Ostreococcus,70447
Acytostelium,133407
Dictyostelium,5782
Polysphondylium,13641
Entamoebidae,33084
Entamoeba,5758
Longamoebia,1485168
Acanthamoebidae,33677
Acanthamoeba,5754
Florideophyceae,2806
Gigartinales,28017
Gigartinaceae,29217
Chondrus,2768
Bangiophyceae,2797
Cyanidiales,265318
Cyanidiaceae,265316
Cyanidioschyzon,45156
Galdieria,83373
Isochrysidales,73020
Noelaerhabdaceae,418966
Emiliania,2902
Bacillariophyta,2836
Bacillariophyceae,33849
Naviculales,38748
Phaeodactylaceae,38749
Phaeodactylum,2849
Coscinodiscophyceae,33836
Thalassiosirales,33847
Thalassiosiraceae,29202
Thalassiosira,35127
Oomycetes,4762
Saprolegniales,4763
Saprolegniaceae,4764
Saprolegnia,4769
Aphanomyces,100860
Peronosporales,4776
Phytophthora,4783
Eustigmatophyceae,5747
Eustigmatales,425074
Monodopsidaceae,425072
Nannochloropsis,5748
Blastocystis,12967
Pelagophyceae,35675
Pelagomonadales,54409
Aureococcus,44055
Cryptophyta,3027
Pyrenomonadales,589342
Geminigeraceae,589343
Guillardia,55528
Apusomonadidae,172820
Thecamonas,877559
Kinetoplastida,5653
Trypanosomatidae,5654
Leishmania,5658
Leptomonas,5683
Trypanosoma,5690
Trichomonadida,37104
Trichomonadidae,181550
Trichomonas,5721
Hexamitidae,5739
Giardia,5740
Heterolobosea,5752
Schizopyrenida,41165
Vahlkampfiidae,5765
Naegleria,5761
Apicomplexa,5794
Coccidia,5796
Eucoccidiorida,75739
Eimeriidae,5799
Eimeria,5800
Cryptosporidiidae,35082
Cryptosporidium,5806
Sarcocystidae,5809
Toxoplasma,5810
Neospora,29175
Hammondia,99157
Gregarinasina,35086
Eugregarinorida,35087
Gregarinidae,35088
Gregarina,35089
Aconoidasida,422676
Haemosporida,5819
Plasmodiidae,1639119
Plasmodium,5820
Babesiidae,32594
Babesia,5864
Theileriidae,27994
Theileria,5873
Oligohymenophorea,6020
Peniculida,33825
Parameciidae,340080
Paramecium,5884
Hymenostomatida,31277
Tetrahymenidae,291294
Tetrahymena,5890
Ichthyophthirius,5931
Perkinsida,27998
Perkinsidae,27999
Perkinsus,28000
Euryarchaeota,28890
Halobacteria,183963
Halobacteriales,2235
Halanaeroarchaeum,1656823
Candidatus Halobonum,1431544
Haloarculaceae,1963268
Haloarcula,2237
Natronomonas,63743
Halosimplex,171163
Halapricum,1542963
Halorhabdus,146825
Halomicrobium,203135
Halorientalis,1073987
Halobacteriaceae,2236
Halobacterium,2239
Halalkalicoccus,332246
Haladaptatus,367188
Halodesulfurarchaeum,1980514
Halarchaeum,744724
Halococcaceae,1963270
Halococcus,2249
Haloferacales,1644055
Haloferacaceae,1644056
Haloferax,2251
Halobellus,1073986
Haloplanus,376170
Halogeometricum,60846
Haloquadratum,293431
Halogranum,695982
Haloprofundus,1911573
Halorubraceae,1963271
Halorubrum,56688
Halopenitus,1209988
Halolamina,1075397
Halobaculum,43927
Natrialbales,1644060
Natrialbaceae,1644061
Natronorubrum,134813
Halopiger,387342
Halostagnicola,353799
Natrinema,88723
Natronobacterium,2256
Natrialba,63742
Haloterrigena,121871
Natronococcus,29287
Salinarchaeum,1269201
Halobiforma,203193
Halovivax,332951
Natronolimnobius,253106
Thermoplasmata,183967
Thermoplasmatales,2301
Picrophilaceae,46630
Picrophilus,46631
Thermoplasmataceae,46659
Thermoplasma,2302
Cuniculiplasmataceae,1747776
Cuniculiplasma,1747777
Ferroplasmaceae,90142
Acidiplasma,507753
Ferroplasma,74968
Methanomassiliicoccales,1235850
Methanomassiliicoccaceae,1577788
Methanomassiliicoccus,1080709
Candidatus Methanoplasma,1607807
Candidatus Methanomethylophilus,1291539
Methanomicrobia,224756
Methanomicrobiales,2191
Methanoregulaceae,1198451
Methanoregula,395331
Methanolinea,499551
Methanosphaerula,475087
Methanocorpusculaceae,88404
Methanocorpusculum,2192
Methanomicrobiaceae,2194
Methanogenium,2195
Methanoculleus,45989
Methanomicrobium,2204
Methanoplanus,2314
Methanolacinia,230355
Methanofollis,81416
Methanospirillaceae,196137
Methanospirillum,2202
Methanosarcinales,94695
Methanosarcinaceae,2206
Methanohalophilus,2175
Methanosarcina,2207
Methanolobus,2220
Methanococcoides,2225
Methanohalobium,2321
Methanosalsum,196136
Methanomethylovorans,101191
Methanosaetaceae,143067
Methanosaeta,2222
Methermicoccaceae,660062
Methermicoccus,660063
Candidatus Methanoperedenaceae,1392996
Candidatus Methanoperedens,1392997
Methanocellales,570264
Methanocellaceae,570265
Methanocella,570266
Methanobacteria,183925
Methanobacteriales,2158
Methanobacteriaceae,2159
Methanobacterium,2160
Methanobrevibacter,2172
Methanosphaera,2316
Methanothermobacter,145260
Methanothermaceae,2178
Methanothermus,2179
Methanococci,183939
Methanococcales,2182
Methanococcaceae,2183
Methanococcus,2184
Methanothermococcus,155862
Methanocaldococcaceae,196117
Methanocaldococcus,196118
Methanotorris,196119
Archaeoglobi,183980
Archaeoglobales,2231
Archaeoglobaceae,2232
Archaeoglobus,2233
Geoglobus,190818
Ferroglobus,54260
Thermococci,183968
Thermococcales,2258
Thermococcaceae,2259
Pyrococcus,2260
Thermococcus,2263
Palaeococcus,83867
Methanopyri,183988
Methanopyrales,68985
Methanopyraceae,183713
Methanopyrus,2319
Aciduliprofundum,379546
Crenarchaeota,28889
Thermoprotei,183924
Thermoproteales,2266
Thermoproteaceae,2267
Thermoproteus,2270
Caldivirga,76886
Pyrobaculum,2276
Vulcanisaeta,164450
Thermofilaceae,114378
Thermofilum,2268
Desulfurococcales,114380
Desulfurococcaceae,2272
Desulfurococcus,2273
Staphylothermus,2279
Thermogladius,477695
Aeropyrum,56635
Ignicoccus,54258
Thermosphaera,54253
Pyrodictiaceae,2307
Pyrodictium,2308
Hyperthermus,54247
Pyrolobus,54251
Sulfolobales,2281
Sulfolobaceae,118883
Sulfolobus,2284
Metallosphaera,41980
Acidianus,12914
Acidilobales,871006
Caldisphaeraceae,255472
Caldisphaera,200414
Acidilobaceae,871007
Acidilobus,105850
Thaumarchaeota,651137
Nitrosopumilales,31932
Nitrosopumilaceae,338190
Nitrosopumilus,338191
Candidatus Nitrosomarinus,1993653
Candidatus Nitrosoarchaeum,1007082
Nitrososphaeria,1643678
Nitrososphaerales,1033996
Nitrososphaeraceae,1033997
Nitrososphaera,497726
Candidatus Nitrosopelagicus,1593364
Candidatus Nitrosotenuis,1825023
Candidatus Korarchaeota,51967
Candidatus Korarchaeum,498845
Tolecusatellitidae,1993640
Deltasatellite,1993641
Luteoviridae,119163
Polerovirus,119164
Luteovirus,12036
Enamovirus,12289
Potyviridae,39729
Tritimovirus,156207
Potyvirus,12195
Ipomovirus,137757
Bymovirus,39731
Poacevirus,1230390
Macluravirus,156208
Rymovirus,39730
Brambyvirus,675844
Nidovirales,76804
Coronaviridae,11118
Alphacoronavirus,693996
Gammacoronavirus,694013
Betacoronavirus,694002
Deltacoronavirus,1159901
Torovirus,11155
Bafinivirus,694018
Mesoniviridae,1312872
Alphamesonivirus,1312873
Arteriviridae,76803
Equartevirus,2003400
Porartevirus,2003402
Dipartevirus,2003399
Simartevirus,2003403
Nesartevirus,2003401
Roniviridae,199704
Okavirus,199703
Caliciviridae,11974
Norovirus,142786
Sapovirus,95341
Lagovirus,95339
Vesivirus,95337
Nebovirus,696855
Closteroviridae,69973
Closterovirus,12160
Crinivirus,67753
Ampelovirus,217160
Velarivirus,1513308
Tymovirales,675063
Betaflexiviridae,675068
Carlavirus,12163
Robigovirus,1914299
Foveavirus,129725
Trichovirus,40276
Vitivirus,184751
Capillovirus,12174
Tepovirus,1232754
Prunevirus,1914295
Citrivirus,699166
Divavirus,1914293
Chordovirus,1914296
Tymoviridae,249184
Marafivirus,12051
Tymovirus,12148
Maculavirus,249185
Alphaflexiviridae,675064
Allexivirus,140568
Potexvirus,12176
Botrexvirus,675065
Sclerodarnavirus,675066
Lolavirus,675076
Mandarivirus,249199
Platypuvirus,1921433
Gammaflexiviridae,675061
Mycoflexivirus,675062
Picornavirales,464095
Picornaviridae,12058
Enterovirus,12059
Kobuvirus,194960
Hepatovirus,12091
Parechovirus,138954
Cosavirus,586418
Cardiovirus,12103
Aphthovirus,12109
Mischivirus,1511778
Aquamavirus,1330065
Megrivirus,1330069
Dicipivirus,1330067
Salivirus,688449
Avisivirus,1511771
Ampivirus,1986961
Sapelovirus,686982
Tremovirus,689759
Gallivirus,1511775
Avihepatovirus,691955
Harkavirus,2003390
Mosavirus,1481451
Sicinivirus,1755587
Limnipivirus,1914566
Erbovirus,194961
Kunsagivirus,1755589
Senecavirus,586425
Rosavirus,1511804
Oscivirus,1511780
Pasivirus,1511782
Passerivirus,1511802
Potamipivirus,1914567
Sakobuvirus,1659770
Teschovirus,118139
Hunnivirus,1431456
Secoviridae,675072
Torradovirus,675073
Waikavirus,12050
Sequivirus,12057
Comovirus,12258
Fabavirus,12269
Nepovirus,12270
Cheravirus,310684
Sadwavirus,215920
Iflaviridae,699189
Iflavirus,232799
Dicistroviridae,232795
Aparavirus,1213379
Cripavirus,144051
Triatovirus,1922209
Bacillarnavirus,674962
Labyrnavirus,674970
Marnaviridae,324901
Marnavirus,324902
Astroviridae,39733
Mamastrovirus,249588
Avastrovirus,249589
Flaviviridae,11050
Flavivirus,11051
Pestivirus,11095
Pegivirus,1307799
Hepacivirus,11102
Bromoviridae,39740
Ilarvirus,12316
Bromovirus,12300
Cucumovirus,12304
Alfamovirus,12320
Anulavirus,413970
Oleavirus,154322
Tombusviridae,39738
Zeavirus,1299313
Tombusvirus,12141
Pelarspovirus,1911602
Alphacarmovirus,1911599
Gammacarmovirus,1911601
Betacarmovirus,1911600
Alphanecrovirus,1299309
Betanecrovirus,1299311
Machlomovirus,39739
Dianthovirus,12266
Avenavirus,146761
Macanavirus,1299310
Aureusvirus,186457
Umbravirus,39734
Panicovirus,186844
Gallantivirus,1299312
Narnaviridae,186766
Mitovirus,186768
Narnavirus,186767
Virgaviridae,675071
Tobamovirus,12234
Furovirus,12291
Tobravirus,12293
Hordeivirus,12326
Pecluvirus,119492
Pomovirus,186886
Goravirus,1920771
Alphatetraviridae,1283207
Omegatetravirus,85651
Betatetravirus,85650
Sobemovirus,12137
Togaviridae,11018
Alphavirus,11019
Rubivirus,11040
Leviviridae,11989
Levivirus,11990
Allolevivirus,12008
Nodaviridae,12283
Alphanodavirus,143920
Betanodavirus,143919
Idaeovirus,39760
Hepeviridae,291484
Orthohepevirus,1678141
Piscihepevirus,1678142
Benyviridae,1513233
Benyvirus,143901
Negevirus,1307798
Ourmiavirus,186783
Barnaviridae,39741
Barnavirus,39742
Polemovirus,645516
Higrevirus,1513277
Permutotetraviridae,1283210
Alphapermutotetravirus,1283211
Carmotetraviridae,1283208
Alphacarmotetravirus,1283209
Cilevirus,675070
Bunyavirales,1980410
Phenuiviridae,1980418
Phlebovirus,11584
Tenuivirus,12329
Goukovirus,1980420
Hantaviridae,1980413
Orthohantavirus,1980442
Nairoviridae,1980415
Orthonairovirus,1980517
Peribunyaviridae,1980416
